province,district,municipality,adm1_pcode,adm2_pcode,adm3_pcode,ward,theme,variable,value
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,education level,education_level_early_childhood_pc_male,1.83
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,education level,education_level_early_childhood_pc_female,1.78
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,education level,education_level_basic_level_pc_total,30.6
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,education level,education_level_basic_level_pc_male,34.82
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,education level,education_level_basic_level_pc_female,26.5
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,education level,education_level_secondary_pc_total,38.99
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,education level,education_level_secondary_pc_male,39.4
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,education level,education_level_secondary_pc_female,38.6
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,education level,education_level_higher_education_pc_total,4.91
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,education level,education_level_higher_education_pc_male,5.5
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,education level,education_level_higher_education_pc_female,4.33
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,education level,education_level_other_pc_total,5.1
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,education level,education_level_other_pc_male,5.63
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,education level,education_level_other_pc_female,4.59
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,urbanisation,population_urban,1665
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,urbanisation,population_peri_urban,0
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,urbanisation,population_rural,0
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,urbanisation,population_pc_urban,100
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,urbanisation,population_pc_peri_urban,0
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,urbanisation,population_pc_rural,0
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,child marriage,population_20_24_total,172
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,child marriage,population_20_24_male,77
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,child marriage,population_20_24_female,95
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,child marriage,population_married_before_18_total,11
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,child marriage,population_married_before_18_male,0
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,child marriage,population_married_before_18_female,11
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,child marriage,child_marriage_rate_total,6.4
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,child marriage,child_marriage_rate_male,0
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,child marriage,child_marriage_rate_female,11.58
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,disabilities,population_with_disabilities,95
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,disabilities,population_without_disabilities,1570
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,disabilities,population_disability_not_reported,0
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,disabilities,disability_prevlance_rate,5.71
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,3,demographics,population_density,383.812649635067
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,demographics,total_households,249
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,demographics,population_total,1032
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,demographics,population_male,508
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,demographics,population_female,524
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,demographics,average_household_size,4.144578313253012
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,demographics,sex_ratio,96.94656488549617
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,economic activity,total_population_10_years_and_older,892
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,economic activity,male_population_10_years_and_older,435
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,economic activity,female_population_10_years_and_older,457
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,economic activity,total_usually_economically_active_employed,584
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,economic activity,male_usually_economically_active_employed,288
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,economic activity,female_usually_economically_active_employed,296
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,economic activity,total_usually_economically_active_unemployed,3
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,economic activity,male_usually_economically_active_unemployed,2
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,economic activity,female_usually_economically_active_unemployed,1
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,economic activity,total_not_usually_economically_active,69
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,economic activity,male_not_usually_economically_active,30
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,economic activity,female_not_usually_economically_active,39
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,economic activity,total_not_economically_active,236
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,economic activity,male_not_economically_active,115
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,economic activity,female_not_economically_active,121
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,economic activity,total_economic_activity_not_stated,0
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,economic activity,male_economic_activity_not_stated,0
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,economic activity,female_economic_activity_not_stated,0
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_all_ages,1032
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_00_04_yrs,54
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_05_09_yrs,86
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_10_14_yrs,90
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_15_19_yrs,78
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_20_24_yrs,83
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_25_29_yrs,80
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_30_34_yrs,97
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_35_39_yrs,75
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_40_44_yrs,52
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_45_49_yrs,41
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_50_54_yrs,62
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_55_59_yrs,53
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_60_64_yrs,63
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_65_69_yrs,50
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_70_74_yrs,22
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_75_79_yrs,21
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_80_84_yrs,11
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_85_89_yrs,9
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_90_94_yrs,4
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,total_95plus_yrs,1
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_all_ages,508
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_00_04_yrs,29
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_05_09_yrs,44
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_10_14_yrs,45
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_15_19_yrs,36
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_20_24_yrs,42
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_25_29_yrs,32
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_30_34_yrs,50
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_35_39_yrs,41
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_40_44_yrs,27
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_45_49_yrs,15
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_50_54_yrs,27
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_55_59_yrs,28
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_60_64_yrs,33
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_65_69_yrs,27
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_70_74_yrs,10
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_75_79_yrs,9
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_80_84_yrs,6
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_85_89_yrs,5
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_90_94_yrs,2
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,male_95plus_yrs,0
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_all_ages,524
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_00_04_yrs,25
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_05_09_yrs,42
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_10_14_yrs,45
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_15_19_yrs,42
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_20_24_yrs,41
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_25_29_yrs,48
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_30_34_yrs,47
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_35_39_yrs,34
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_40_44_yrs,25
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_45_49_yrs,26
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_50_54_yrs,35
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_55_59_yrs,25
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_60_64_yrs,30
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_65_69_yrs,23
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_70_74_yrs,12
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_75_79_yrs,12
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_80_84_yrs,5
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_85_89_yrs,4
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_90_94_yrs,2
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,five-year age group,female_95plus_yrs,1
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,school attendance,total_children_5_17,224
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,school attendance,male_children_5_17,111
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,school attendance,female_children_5_17,113
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,school attendance,currently_attending_school_male,104
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,school attendance,currently_attending_school_female,105
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,school attendance,oos_ever_attended_school_male,4
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,school attendance,oos_ever_attended_school_female,6
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,school attendance,oos_never_attended_school_male,3
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,school attendance,oos_never_attended_school_female,2
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,school attendance,currently_attending_school_total_pc,93.3
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,school attendance,currently_attending_school_male_pc,93.69
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,school attendance,currently_attending_school_female_pc,92.92
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,school attendance,oos_ever_attended_school_total_pc,4.46
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,school attendance,oos_ever_attended_school_male_pc,3.6
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,school attendance,oos_ever_attended_school_female_pc,5.31
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,school attendance,oos_never_attended_school_total_pc,2.23
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,school attendance,oos_never_attended_school_male_pc,2.7
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,school attendance,oos_never_attended_school_female_pc,1.77
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,adult literacy,population_15plus_total,802
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,adult literacy,population_15plus_male,390
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,adult literacy,population_15plus_female,412
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,demographics,literate_population_total,485
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,demographics,literate_population_male,275
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,demographics,literate_population_female,210
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,adult literacy,literacy_rate_total,60.47
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,adult literacy,literacy_rate_male,70.51
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,adult literacy,literacy_rate_female,50.97
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,dependency ratios,population_0_14,230
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,dependency ratios,population_15_64,684
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,dependency ratios,population_65plus,118
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,dependency ratios,child_dependency_ratio,33.63
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,dependency ratios,elderly_dependency_ratio,17.25
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,dependency ratios,total_dependency_ratio,50.88
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,population_5plus_total,978
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,population_5plus_male,479
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,population_5plus_female,499
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,adult literacy,education_level_illiterate_male,117
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,adult literacy,education_level_illiterate_female,204
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_early_childhood_male,13
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_early_childhood_female,9
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_basic_level_male,168
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_basic_level_female,142
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_secondary_male,146
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_secondary_female,118
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_higher_education_male,26
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_higher_education_female,22
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_other_male,9
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_other_female,4
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,adult literacy,education_level_illiterate_pc_total,32.82
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,adult literacy,education_level_illiterate_pc_male,24.43
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,adult literacy,education_level_illiterate_pc_female,40.88
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_early_childhood_pc_total,2.25
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_early_childhood_pc_male,2.71
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_early_childhood_pc_female,1.8
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_basic_level_pc_total,31.7
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_basic_level_pc_male,35.07
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_basic_level_pc_female,28.46
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_secondary_pc_total,26.99
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_secondary_pc_male,30.48
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_secondary_pc_female,23.65
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_higher_education_pc_total,4.91
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_higher_education_pc_male,5.43
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_higher_education_pc_female,4.41
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_other_pc_total,1.33
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_other_pc_male,1.88
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,education level,education_level_other_pc_female,0.8
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,urbanisation,population_urban,1032
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,urbanisation,population_peri_urban,0
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,urbanisation,population_rural,0
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,urbanisation,population_pc_urban,100
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,urbanisation,population_pc_peri_urban,0
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,urbanisation,population_pc_rural,0
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,child marriage,population_20_24_total,83
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,child marriage,population_20_24_male,42
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,child marriage,population_20_24_female,41
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,child marriage,population_married_before_18_total,9
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,child marriage,population_married_before_18_male,3
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,child marriage,population_married_before_18_female,6
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,child marriage,child_marriage_rate_total,10.84
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,child marriage,child_marriage_rate_male,7.14
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,child marriage,child_marriage_rate_female,14.63
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,disabilities,population_with_disabilities,22
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,disabilities,population_without_disabilities,1010
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,disabilities,population_disability_not_reported,0
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,disabilities,disability_prevlance_rate,2.13
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,4,demographics,population_density,248.774268448167
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,demographics,total_households,474
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,demographics,population_total,1940
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,demographics,population_male,975
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,demographics,population_female,965
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,demographics,average_household_size,4.0928270042194095
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,demographics,sex_ratio,101.03626943005182
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,economic activity,total_population_10_years_and_older,1671
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,economic activity,male_population_10_years_and_older,825
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,economic activity,female_population_10_years_and_older,846
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,economic activity,total_usually_economically_active_employed,551
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,economic activity,male_usually_economically_active_employed,276
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,economic activity,female_usually_economically_active_employed,275
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,economic activity,total_usually_economically_active_unemployed,19
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,economic activity,male_usually_economically_active_unemployed,8
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,economic activity,female_usually_economically_active_unemployed,11
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,economic activity,total_not_usually_economically_active,835
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,economic activity,male_not_usually_economically_active,410
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,economic activity,female_not_usually_economically_active,425
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,economic activity,total_not_economically_active,265
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,economic activity,male_not_economically_active,131
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,economic activity,female_not_economically_active,134
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,economic activity,total_economic_activity_not_stated,1
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,economic activity,male_economic_activity_not_stated,0
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,economic activity,female_economic_activity_not_stated,1
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_all_ages,1940
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_00_04_yrs,131
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_05_09_yrs,138
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_10_14_yrs,166
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_15_19_yrs,176
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_20_24_yrs,182
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_25_29_yrs,167
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_30_34_yrs,153
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_35_39_yrs,145
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_40_44_yrs,129
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_45_49_yrs,116
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_50_54_yrs,98
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_55_59_yrs,71
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_60_64_yrs,76
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_65_69_yrs,79
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_70_74_yrs,55
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_75_79_yrs,32
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_80_84_yrs,13
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_85_89_yrs,8
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_90_94_yrs,4
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,total_95plus_yrs,1
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,male_all_ages,975
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,male_00_04_yrs,72
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,male_05_09_yrs,78
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,male_10_14_yrs,97
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,male_15_19_yrs,88
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,male_20_24_yrs,78
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,male_25_29_yrs,81
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,male_30_34_yrs,70
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,male_35_39_yrs,69
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,male_40_44_yrs,68
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,5,five-year age group,male_45_49_yrs,56
