province,district,municipality,adm1_pcode,adm2_pcode,adm3_pcode,total_households,population_total,population_male,population_female,average_household_size,sex_ratio,total_population_10_years_and_older,male_population_10_years_and_older,female_population_10_years_and_older,total_usually_economically_active_employed,male_usually_economically_active_employed,female_usually_economically_active_employed,total_usually_economically_active_unemployed,male_usually_economically_active_unemployed,female_usually_economically_active_unemployed,total_not_usually_economically_active,male_not_usually_economically_active,female_not_usually_economically_active,total_not_economically_active,male_not_economically_active,female_not_economically_active,total_economic_activity_not_stated,male_economic_activity_not_stated,female_economic_activity_not_stated,total_all_ages,total_00_04_yrs,total_05_09_yrs,total_10_14_yrs,total_15_19_yrs,total_20_24_yrs,total_25_29_yrs,total_30_34_yrs,total_35_39_yrs,total_40_44_yrs,total_45_49_yrs,total_50_54_yrs,total_55_59_yrs,total_60_64_yrs,total_65_69_yrs,total_70_74_yrs,total_75_79_yrs,total_80_84_yrs,total_85_89_yrs,total_90_94_yrs,total_95plus_yrs,male_all_ages,male_00_04_yrs,male_05_09_yrs,male_10_14_yrs,male_15_19_yrs,male_20_24_yrs,male_25_29_yrs,male_30_34_yrs,male_35_39_yrs,male_40_44_yrs,male_45_49_yrs,male_50_54_yrs,male_55_59_yrs,male_60_64_yrs,male_65_69_yrs,male_70_74_yrs,male_75_79_yrs,male_80_84_yrs,male_85_89_yrs,male_90_94_yrs,male_95plus_yrs,female_all_ages,female_00_04_yrs,female_05_09_yrs,female_10_14_yrs,female_15_19_yrs,female_20_24_yrs,female_25_29_yrs,female_30_34_yrs,female_35_39_yrs,female_40_44_yrs,female_45_49_yrs,female_50_54_yrs,female_55_59_yrs,female_60_64_yrs,female_65_69_yrs,female_70_74_yrs,female_75_79_yrs,female_80_84_yrs,female_85_89_yrs,female_90_94_yrs,female_95plus_yrs,total_children_5_17,male_children_5_17,female_children_5_17,currently_attending_school_male,currently_attending_school_female,oos_ever_attended_school_male,oos_ever_attended_school_female,oos_never_attended_school_male,oos_never_attended_school_female,currently_attending_school_total_pc,currently_attending_school_male_pc,currently_attending_school_female_pc,oos_ever_attended_school_total_pc,oos_ever_attended_school_male_pc,oos_ever_attended_school_female_pc,oos_never_attended_school_total_pc,oos_never_attended_school_male_pc,oos_never_attended_school_female_pc,population_15plus_total,population_15plus_male,population_15plus_female,literate_population_total,literate_population_male,literate_population_female,literacy_rate_total,literacy_rate_male,literacy_rate_female,population_0_14,population_15_64,population_65plus,child_dependency_ratio,elderly_dependency_ratio,total_dependency_ratio,population_5plus_total,population_5plus_male,population_5plus_female,education_level_illiterate_male,education_level_illiterate_female,education_level_early_childhood_male,education_level_early_childhood_female,education_level_basic_level_male,education_level_basic_level_female,education_level_secondary_male,education_level_secondary_female,education_level_higher_education_male,education_level_higher_education_female,education_level_other_male,education_level_other_female,education_level_illiterate_pc_total,education_level_illiterate_pc_male,education_level_illiterate_pc_female,education_level_early_childhood_pc_total,education_level_early_childhood_pc_male,education_level_early_childhood_pc_female,education_level_basic_level_pc_total,education_level_basic_level_pc_male,education_level_basic_level_pc_female,education_level_secondary_pc_total,education_level_secondary_pc_male,education_level_secondary_pc_female,education_level_higher_education_pc_total,education_level_higher_education_pc_male,education_level_higher_education_pc_female,education_level_other_pc_total,education_level_other_pc_male,education_level_other_pc_female,population_urban,population_peri_urban,population_rural,population_pc_urban,population_pc_peri_urban,population_pc_rural,population_20_24_total,population_20_24_male,population_20_24_female,population_married_before_18_total,population_married_before_18_male,population_married_before_18_female,child_marriage_rate_total,child_marriage_rate_male,child_marriage_rate_female,total_population,population_with_disabilities,population_without_disabilities,population_disability_not_reported,disability_prevlance_rate,population_density
Gandaki,Gorkha,Ajirkot,NP04,NP0436,NP0436402,3622,12832,6211,6621,3.5427940364439534,93.8075819362634,11198,5382,5816,5764,2887,2877,271,173,98,1968,788,1180,3194,1533,1661,1,1,0,12832,747,887,1147,1144,1005,953,775,754,744,645,797,718,719,572,518,321,230,98,44,14,6211,385,444,582,588,466,459,384,340,329,280,353,345,351,283,233,171,135,51,23,9,6621,362,443,565,556,539,494,391,414,415,365,444,373,368,289,285,150,95,47,21,5,2724,1384,1340,1317,1279,42,38,21,19,95.3,95.16,95.45,2.94,3.03,2.84,1.47,1.52,1.42,10051,4800,5251,6780,3708,3072,67.46,77.25,58.5,2781,8254,1797,33.69,21.77,55.46,12085,5826,6259,1115,2206,82,82,2482,2203,1706,1267,248,186,193,315,27.48,19.14,35.25,1.36,1.41,1.31,38.77,42.6,35.2,24.6,29.28,20.24,3.59,4.26,2.97,4.2,3.31,5.03,0,0,12832,0,0,100,1005,466,539,120,17,103,11.94,3.65,19.11,12832,412,12420,0,3.21,NA
Gandaki,Gorkha,Barpak Sulikot,NP04,NP0436,NP0436403,6283,22636,10564,12072,3.6027375457583957,87.50828363154407,19297,8877,10420,6908,3597,3311,783,430,353,4164,1664,2500,6663,2897,3766,779,289,490,22636,1480,1859,2247,2252,1735,1529,1306,1230,1220,1095,1378,1195,1252,961,757,508,380,131,74,47,10564,761,926,1158,1073,763,683,561,558,517,460,605,538,606,463,353,222,193,76,31,17,12072,719,933,1089,1179,972,846,745,672,703,635,773,657,646,498,404,286,187,55,43,30,5512,2782,2730,2616,2580,126,108,27,31,94.27,94.03,94.51,4.25,4.53,3.96,1.05,0.97,1.14,17050,7719,9331,10649,5491,5158,62.46,71.14,55.28,5586,14192,2858,39.36,20.14,59.5,21156,9803,11353,2275,4209,204,197,4525,4079,2230,2165,229,224,340,479,30.65,23.21,37.07,1.9,2.08,1.74,40.67,46.16,35.93,20.77,22.75,19.07,2.14,2.34,1.97,3.87,3.47,4.22,0,0,22636,0,0,100,1735,763,972,209,27,182,12.05,3.54,18.72,22636,720,21890,26,3.18,NA
Gandaki,Gorkha,Dharche,NP04,NP0436,NP0436404,3808,14263,6832,7431,3.7455357142857144,91.93917373166465,11492,5438,6054,5840,2727,3113,259,185,74,2064,927,1137,3253,1539,1714,76,60,16,14263,1322,1449,1422,1290,1120,1163,883,869,721,678,659,564,573,474,493,270,162,84,36,31,6832,688,706,735,610,534,581,390,427,344,323,301,251,267,225,197,108,80,35,15,15,7431,634,743,687,680,586,582,493,442,377,355,358,313,306,249,296,162,82,49,21,16,3674,1803,1871,1697,1763,78,80,19,19,94.18,94.12,94.23,4.3,4.33,4.28,1.03,1.05,1.02,10070,4703,5367,5323,2974,2349,52.86,63.24,43.77,4193,8520,1550,49.21,18.19,67.41,12941,6144,6797,1766,3051,213,194,2541,2280,1090,843,82,56,452,373,37.22,28.74,44.89,3.15,3.47,2.85,37.25,41.36,33.54,14.94,17.74,12.4,1.07,1.33,0.82,6.38,7.36,5.49,0,0,14263,0,0,100,1120,534,586,109,16,93,9.73,3,15.87,14263,644,13609,10,4.52,NA
Gandaki,Gorkha,Aarughat,NP04,NP0436,NP0436406,6176,21572,10145,11427,3.4928756476683938,88.78095738163998,18289,8418,9871,9274,4596,4678,576,390,186,3518,1284,2234,4755,2070,2685,166,78,88,21572,1585,1698,2018,2030,1737,1542,1276,1314,1270,1084,1278,1072,1090,880,734,451,271,140,70,32,10145,852,875,993,1000,754,691,550,568,557,454,602,491,513,438,365,205,129,56,36,16,11427,733,823,1025,1030,983,851,726,746,713,630,676,581,577,442,369,246,142,84,34,16,4982,2506,2476,2309,2301,152,131,38,38,92.53,92.14,92.93,5.68,6.07,5.29,1.53,1.52,1.53,16271,7425,8846,10044,5245,4799,61.73,70.64,54.25,5301,13693,2578,38.71,18.83,57.54,19987,9293,10694,2213,4077,232,202,4081,3579,2131,2039,258,220,378,577,31.47,23.81,38.12,2.17,2.5,1.89,38.32,43.91,33.47,20.86,22.93,19.07,2.39,2.78,2.06,4.78,4.07,5.4,2922,0,18650,13.55,0,86.45,1737,754,983,266,43,223,15.31,5.7,22.69,21572,887,20682,3,4.11,NA
Gandaki,Gorkha,Bhimsenthapa,NP04,NP0436,NP0436407,5239,16986,7707,9279,3.2422217980530634,83.05851923698675,14820,6582,8238,7828,3683,4145,504,242,262,2370,930,1440,3993,1661,2332,125,66,59,16986,1010,1156,1480,1490,1060,989,883,952,1041,1024,1210,993,1071,932,674,485,273,168,52,43,7707,517,608,748,673,446,402,366,367,401,408,536,467,526,459,330,213,123,82,23,12,9279,493,548,732,817,614,587,517,585,640,616,674,526,545,473,344,272,150,86,29,31,3582,1788,1794,1690,1694,62,74,31,19,94.47,94.52,94.43,3.8,3.47,4.12,1.4,1.73,1.06,13340,5834,7506,8226,4248,3978,61.66,72.81,53,3646,10713,2627,34.03,24.52,58.56,15976,7190,8786,1623,3562,122,95,3094,2909,1848,1708,280,257,223,255,32.45,22.57,40.54,1.36,1.7,1.08,37.58,43.03,33.11,22.26,25.7,19.44,3.36,3.89,2.93,2.99,3.1,2.9,0,0,16986,0,0,100,1060,446,614,175,21,154,16.51,4.71,25.08,16986,751,16229,6,4.42,NA
Gandaki,Gorkha,Siranchowk,NP04,NP0436,NP0436405,5958,19719,9312,10407,3.309667673716012,89.47823580282503,17225,8038,9187,9458,4673,4785,183,107,76,2976,1159,1817,4575,2084,2491,33,15,18,19719,1164,1330,1549,1622,1384,1310,1053,1111,1242,1151,1415,1287,1247,1097,742,482,290,152,50,41,9312,605,669,776,839,623,586,482,484,539,506,623,605,591,536,371,218,146,70,20,23,10407,559,661,773,783,761,724,571,627,703,645,792,682,656,561,371,264,144,82,30,18,3850,1957,1893,1840,1787,92,79,24,25,94.21,94.02,94.4,4.44,4.7,4.17,1.27,1.23,1.32,15676,7262,8414,10455,5672,4783,66.69,78.11,56.85,4043,12822,2854,31.53,22.26,53.79,18555,8707,9848,1627,3674,170,155,3887,3357,2482,2038,295,187,246,437,28.57,18.69,37.31,1.75,1.95,1.57,39.04,44.64,34.09,24.36,28.51,20.69,2.6,3.39,1.9,3.68,2.83,4.44,0,0,19719,0,0,100,1384,623,761,237,30,207,17.12,4.82,27.2,19719,758,18936,25,3.84,NA
Gandaki,Gorkha,Palungtar,NP04,NP0436,NP0436301,11072,37409,17262,20147,3.378703034682081,85.68025016131435,32124,14523,17601,15643,7653,7990,587,285,302,5490,2080,3410,10328,4476,5852,76,29,47,37409,2400,2885,3394,3452,2756,2699,2383,2306,2369,1976,2369,2035,1967,1615,1230,780,405,259,86,43,17262,1222,1517,1722,1710,1196,1132,914,893,990,862,1094,998,899,780,537,393,202,133,46,22,20147,1178,1368,1672,1742,1560,1567,1469,1413,1379,1114,1275,1037,1068,835,693,387,203,126,40,21,8347,4255,4092,4037,3896,179,157,36,31,95.04,94.88,95.21,4.03,4.21,3.84,0.8,0.85,0.76,28730,12801,15929,20228,10213,10015,70.41,79.78,62.87,8679,24312,4418,35.7,18.17,53.87,35009,16040,18969,2637,5960,471,344,7226,7137,4678,4502,601,411,427,615,24.56,16.44,31.42,2.33,2.94,1.81,41.03,45.05,37.62,26.22,29.16,23.73,2.89,3.75,2.17,2.98,2.66,3.24,9261,0,28148,24.76,0,75.24,2756,1196,1560,464,51,413,16.84,4.26,26.47,37409,1290,36001,118,3.45,NA
Gandaki,Gorkha,Gorkha,NP04,NP0436,NP0436302,14988,52468,24257,28211,3.5006672004270083,85.98419056396442,44318,19926,24392,19538,10226,9312,976,580,396,7586,2656,4930,16079,6404,9675,139,60,79,52468,3622,4528,4878,4912,4465,4343,3987,3713,3264,2615,2886,2330,2192,1741,1286,838,446,261,87,74,24257,1943,2388,2503,2464,1906,1685,1560,1531,1410,1188,1360,1089,1021,809,590,394,214,132,39,31,28211,1679,2140,2375,2448,2559,2658,2427,2182,1854,1427,1526,1241,1171,932,696,444,232,129,48,43,12319,6380,5939,6053,5647,238,207,75,77,94.98,94.87,95.08,3.61,3.73,3.49,1.23,1.18,1.3,39440,17423,22017,30338,14964,15374,76.92,85.89,69.83,13028,34707,4733,37.54,13.64,51.17,48846,22314,26532,2595,6751,611,564,9835,9179,7234,7647,1357,1378,682,1013,19.13,11.63,25.44,2.41,2.74,2.13,38.93,44.08,34.6,30.47,32.42,28.82,5.6,6.08,5.19,3.47,3.06,3.82,7689,26925,17854,14.65,51.32,34.03,4465,1906,2559,586,87,499,13.12,4.56,19.5,52468,1556,50880,32,2.97,NA
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6856,23076,10807,12269,3.365810968494749,88.08378840981335,20044,9231,10813,12522,5949,6573,330,206,124,2299,922,1377,4837,2122,2715,56,32,24,23076,1442,1590,1792,1862,1756,1621,1516,1359,1282,1233,1554,1357,1379,1180,908,618,336,186,75,30,10807,782,794,920,912,780,703,659,615,528,509,701,632,616,584,435,315,187,95,29,11,12269,660,796,872,950,976,918,857,744,754,724,853,725,763,596,473,303,149,91,46,19,4462,2254,2208,2067,2069,133,90,32,35,92.69,91.7,93.7,5,5.9,4.08,1.5,1.42,1.59,18252,8311,9941,12132,6336,5796,66.47,76.24,58.3,4824,14919,3333,32.33,22.34,54.68,21634,10025,11609,2013,4186,221,209,4559,4002,2595,2406,252,247,385,559,28.65,20.08,36.06,1.99,2.2,1.8,39.57,45.48,34.47,23.12,25.89,20.73,2.31,2.51,2.13,4.36,3.84,4.82,0,0,23076,0,0,100,1756,780,976,269,30,239,15.32,3.85,24.49,23076,1036,22012,28,4.49,NA
Gandaki,Gorkha,Gandaki,NP04,NP0436,NP0436409,5659,21394,10289,11105,3.7805265948047357,92.65195857721747,18504,8810,9694,10322,5289,5033,358,164,194,2592,1043,1549,5091,2243,2848,141,71,70,21394,1393,1497,1794,2110,1872,1619,1300,1232,1289,1169,1305,1084,1052,915,693,530,293,143,70,34,10289,705,774,896,1017,886,763,632,539,570,508,628,540,551,443,329,246,148,72,27,15,11105,688,723,898,1093,986,856,668,693,719,661,677,544,501,472,364,284,145,71,43,19,4542,2282,2260,2103,2103,144,123,28,27,92.6,92.16,93.05,5.88,6.31,5.44,1.21,1.23,1.19,16710,7914,8796,11225,5988,5237,67.18,75.66,59.54,4684,14032,2678,33.38,19.08,52.47,20001,9584,10417,1973,3603,194,172,4357,3697,2438,2251,344,268,278,426,27.88,20.59,34.59,1.83,2.02,1.65,40.27,45.46,35.49,23.44,25.44,21.61,3.06,3.59,2.57,3.52,2.9,4.09,0,0,21394,0,0,100,1872,886,986,210,47,163,11.22,5.3,16.53,21394,602,20670,122,2.81,NA
Gandaki,Manang,Narpa Bhumi,NP04,NP0438,NP0438402,126,396,169,227,3.142857142857143,74.44933920704845,351,156,195,268,121,147,16,8,8,25,9,16,42,18,24,0,0,0,396,19,26,12,12,24,35,40,33,33,27,28,18,31,22,19,8,5,3,1,0,169,5,8,7,6,10,15,18,20,15,11,9,11,11,9,10,3,1,0,0,0,227,14,18,5,6,14,20,22,13,18,16,19,7,20,13,9,5,4,3,1,0,46,19,27,15,23,3,1,1,2,82.61,78.95,85.19,8.7,15.79,3.7,6.52,5.26,7.41,339,149,190,181,102,79,53.39,68.46,41.58,57,281,58,20.28,20.64,40.93,377,164,213,49,116,4,11,56,45,25,23,4,3,26,15,43.77,29.88,54.46,3.98,2.44,5.16,26.79,34.15,21.13,12.73,15.24,10.8,1.86,2.44,1.41,10.88,15.85,7.04,0,0,396,0,0,100,24,10,14,1,0,1,4.17,0,7.14,396,27,368,1,6.82,NA
Gandaki,Manang,Ngisyang,NP04,NP0438,NP0438401,561,1595,824,771,2.843137254901961,106.87418936446174,1443,748,695,1023,546,477,73,44,29,145,59,86,202,99,103,0,0,0,1595,83,69,73,106,96,143,159,140,138,104,100,99,70,79,53,31,33,11,5,3,824,42,34,35,65,50,83,86,79,74,50,60,48,34,33,16,9,19,4,1,2,771,41,35,38,41,46,60,73,61,64,54,40,51,36,46,37,22,14,7,4,1,196,102,94,91,84,11,9,0,1,89.29,89.22,89.36,10.2,10.78,9.57,0.51,0,1.06,1370,713,657,888,537,351,64.82,75.32,53.42,225,1155,215,19.48,18.61,38.1,1512,782,730,176,309,15,14,283,200,206,147,47,15,55,45,32.08,22.51,42.33,1.92,1.92,1.92,31.94,36.19,27.4,23.35,26.34,20.14,4.1,6.01,2.05,6.61,7.03,6.16,0,0,1595,0,0,100,96,50,46,3,2,1,3.13,4,2.17,1595,62,1533,0,3.89,NA
Gandaki,Manang,Chame,NP04,NP0438,NP0438403,389,1276,730,546,3.2802056555269923,133.6996336996337,1120,644,476,796,498,298,45,30,15,79,37,42,193,76,117,7,3,4,1276,81,75,75,61,109,159,151,130,105,90,83,55,33,36,13,13,4,1,1,1,730,42,44,34,33,57,88,98,84,61,57,57,29,18,14,6,5,2,1,0,0,546,39,31,41,28,52,71,53,46,44,33,26,26,15,22,7,8,2,0,1,1,187,94,93,90,86,4,6,0,1,94.12,95.74,92.47,5.35,4.26,6.45,0.53,0,1.08,1045,610,435,883,546,337,84.5,89.51,77.47,231,976,69,23.67,7.07,30.74,1195,688,507,66,98,21,10,253,188,242,159,75,13,31,39,13.72,9.59,19.33,2.59,3.05,1.97,36.9,36.77,37.08,33.56,35.17,31.36,7.36,10.9,2.56,5.86,4.51,7.69,0,0,1276,0,0,100,109,57,52,10,1,9,9.17,1.75,17.31,1276,73,1203,0,5.72,NA
Gandaki,Manang,Nason,NP04,NP0438,NP0438404,471,1671,828,843,3.5477707006369426,98.22064056939502,1500,750,750,802,435,367,217,124,93,252,100,152,222,88,134,7,3,4,1671,92,79,88,108,151,166,132,123,117,123,109,99,83,80,67,35,13,6,0,0,828,46,32,41,52,79,85,63,70,56,61,60,47,39,40,30,20,4,3,0,0,843,46,47,47,56,72,81,69,53,61,62,49,52,44,40,37,15,9,3,0,0,229,103,126,94,114,6,10,3,2,90.83,91.26,90.48,6.99,5.83,7.94,2.18,2.91,1.59,1412,709,703,1073,601,472,75.99,84.77,67.14,259,1211,201,21.39,16.6,37.99,1579,782,797,113,235,14,14,259,216,350,252,25,16,21,64,22.04,14.45,29.49,1.77,1.79,1.76,30.08,33.12,27.1,38.13,44.76,31.62,2.6,3.2,2.01,5.38,2.69,8.03,0,0,1671,0,0,100,151,79,72,14,1,13,9.27,1.27,18.06,1671,101,1569,1,6.04,NA
Gandaki,Mustang,Lo Ghekar Damodarkunda,NP04,NP0445,NP0445402,436,1292,609,683,2.963302752293578,89.16544655929722,1163,553,610,881,422,459,4,2,2,85,43,42,191,85,106,2,1,1,1292,75,54,20,25,95,114,99,100,83,124,113,115,100,83,50,22,16,4,0,0,609,31,25,6,10,49,57,51,43,47,50,52,54,47,40,24,17,5,1,0,0,683,44,29,14,15,46,57,48,57,36,74,61,61,53,43,26,5,11,3,0,0,83,35,48,22,39,1,2,9,6,73.49,62.86,81.25,3.61,2.86,4.17,18.07,25.71,12.5,1143,547,596,508,328,180,44.44,59.96,30.2,149,968,175,15.39,18.08,33.47,1217,578,639,232,426,9,12,171,106,89,60,14,13,63,22,54.07,40.14,66.67,1.73,1.56,1.88,22.76,29.58,16.59,12.24,15.4,9.39,2.22,2.42,2.03,6.98,10.9,3.44,0,0,1292,0,0,100,95,49,46,2,1,1,2.11,2.04,2.17,1292,67,1225,0,5.19,NA
Gandaki,Mustang,Gharpajhong,NP04,NP0445,NP0445404,1127,3712,1943,1769,3.2937000887311445,109.8360655737705,3152,1660,1492,2277,1289,988,59,36,23,262,102,160,544,228,316,10,5,5,3712,273,287,261,266,316,392,361,290,278,228,193,130,137,102,75,64,43,13,3,0,1943,137,146,136,135,166,215,196,164,143,116,111,69,67,51,33,29,22,4,3,0,1769,136,141,125,131,150,177,165,126,135,112,82,61,70,51,42,35,21,9,0,0,708,364,344,337,317,24,26,3,1,92.37,92.58,92.15,7.06,6.59,7.56,0.56,0.82,0.29,2891,1524,1367,2267,1311,956,78.42,86.02,69.93,821,2591,300,31.69,11.58,43.27,3439,1806,1633,219,415,59,39,756,656,567,412,152,62,53,49,18.44,12.13,25.41,2.85,3.27,2.39,41.06,41.86,40.17,28.47,31.4,25.23,6.22,8.42,3.8,2.97,2.93,3,0,0,3712,0,0,100,316,166,150,31,5,26,9.81,3.01,17.33,3712,111,3600,1,2.99,NA
Gandaki,Mustang,Varagung Muktichhetra,NP04,NP0445,NP0445403,723,2036,1015,1021,2.8160442600276627,99.41234084231147,1847,918,929,1505,785,720,28,13,15,141,56,85,155,54,101,18,10,8,2036,126,63,48,71,142,187,183,189,184,164,175,125,103,89,85,57,29,12,3,1,1015,61,36,21,32,77,94,90,91,96,77,92,67,56,45,42,25,9,2,2,0,1021,65,27,27,39,65,93,93,98,88,87,83,58,47,44,43,32,20,10,1,1,146,72,74,48,60,15,7,5,5,73.97,66.67,81.08,15.07,20.83,9.46,6.85,6.94,6.76,1799,897,902,1060,620,440,58.92,69.12,48.78,237,1523,276,15.56,18.12,33.68,1910,954,956,280,468,16,11,357,298,186,118,38,10,77,51,39.16,29.35,48.95,1.41,1.68,1.15,34.29,37.42,31.17,15.92,19.5,12.34,2.51,3.98,1.05,6.7,8.07,5.33,0,0,2036,0,0,100,142,77,65,17,5,12,11.97,6.49,18.46,2036,109,1924,3,5.35,NA
Gandaki,Mustang,Lomanthang,NP04,NP0445,NP0445401,488,1430,643,787,2.930327868852459,81.70266836086404,1318,587,731,725,381,344,63,24,39,211,70,141,317,112,205,2,0,2,1430,62,50,29,31,95,140,118,150,133,99,122,108,105,69,54,40,21,3,1,0,643,36,20,9,14,52,58,44,60,56,43,63,48,53,38,24,16,7,2,0,0,787,26,30,20,17,43,82,74,90,77,56,59,60,52,31,30,24,14,1,1,0,87,34,53,26,52,3,0,5,1,89.66,76.47,98.11,3.45,8.82,0,6.9,14.71,1.89,1289,578,711,572,328,244,44.38,56.75,34.32,141,1101,188,12.81,17.08,29.88,1368,607,761,255,468,8,11,210,169,108,91,10,6,16,16,52.85,42.01,61.5,1.39,1.32,1.45,27.7,34.6,22.21,14.55,17.79,11.96,1.17,1.65,0.79,2.34,2.64,2.1,0,0,1430,0,0,100,95,52,43,0,0,0,0,0,0,1430,89,1341,0,6.22,NA
Gandaki,Mustang,Thasang,NP04,NP0445,NP0445405,832,2856,1454,1402,3.4326923076923075,103.7089871611983,2439,1262,1177,1372,767,605,102,67,35,366,162,204,556,252,304,43,14,29,2856,210,207,194,233,270,267,224,205,197,176,164,124,111,96,63,62,39,6,5,3,1454,108,84,85,118,142,127,123,112,104,85,91,79,50,54,34,31,20,4,2,1,1402,102,123,109,115,128,140,101,93,93,91,73,45,61,42,29,31,19,2,3,2,529,227,302,204,279,9,14,8,5,91.3,89.87,92.38,4.35,3.96,4.64,2.46,3.52,1.66,2245,1177,1068,1689,963,726,75.23,81.82,67.98,611,1971,274,31,13.9,44.9,2646,1346,1300,219,352,16,28,541,523,459,331,68,29,43,37,21.58,16.27,27.08,1.66,1.19,2.15,40.21,40.19,40.23,29.86,34.1,25.46,3.67,5.05,2.23,3.02,3.19,2.85,0,0,2856,0,0,100,270,142,128,23,3,20,8.52,2.11,15.63,2856,142,2710,4,4.97,NA
Gandaki,Myagdi,Annapurna,NP04,NP0444,NP0444403,3600,12323,6086,6237,3.4230555555555555,97.57896424563091,10752,5257,5495,6282,3232,3050,150,93,57,2156,953,1203,2149,971,1178,15,8,7,12323,736,835,905,978,982,966,889,768,678,722,853,766,634,542,483,271,183,83,34,15,6086,402,427,455,519,493,476,434,396,314,348,415,361,291,263,213,137,83,35,17,7,6237,334,408,450,459,489,490,455,372,364,374,438,405,343,279,270,134,100,48,17,8,2332,1189,1143,1083,1057,82,67,14,12,91.77,91.08,92.48,6.39,6.9,5.86,1.11,1.18,1.05,9847,4802,5045,7648,4156,3492,77.67,86.55,69.22,2476,8236,1611,30.06,19.56,49.62,11587,5684,5903,657,1562,113,115,2718,2306,1890,1490,149,121,157,309,19.15,11.56,26.46,1.97,1.99,1.95,43.36,47.82,39.06,29.17,33.25,25.24,2.33,2.62,2.05,4.02,2.76,5.23,0,0,12323,0,0,100,982,493,489,107,14,93,10.9,2.84,19.02,12323,786,11525,12,6.38,NA
Gandaki,Myagdi,Raghuganga,NP04,NP0444,NP0444402,4153,14114,6767,7347,3.39850710329882,92.10562134204437,12029,5664,6365,6552,3294,3258,564,323,241,2392,970,1422,2470,1063,1407,51,14,37,14114,1010,1075,1216,1120,1172,1030,906,845,817,741,881,835,743,582,507,314,196,84,34,6,6767,530,573,579,606,588,473,440,380,373,322,395,410,334,259,221,145,88,34,16,1,7347,480,502,637,514,584,557,466,465,444,419,486,425,409,323,286,169,108,50,18,5,2960,1488,1472,1390,1396,73,57,18,12,94.12,93.41,94.84,4.39,4.91,3.87,1.01,1.21,0.82,10813,5085,5728,7250,4054,3196,67.05,79.72,55.8,3301,9090,1723,36.31,18.95,55.27,13104,6237,6867,1061,2545,127,119,2933,2355,1892,1584,122,95,102,169,27.52,17.01,37.06,1.88,2.04,1.73,40.35,47.03,34.29,26.53,30.34,23.07,1.66,1.96,1.38,2.07,1.64,2.46,0,3840,10274,0,27.21,72.79,1172,588,584,170,21,149,14.51,3.57,25.51,14114,814,13274,26,5.77,NA
Gandaki,Myagdi,Dhawalagiri,NP04,NP0444,NP0444401,3176,12616,6113,6503,3.972292191435768,94.00276795325235,10229,4899,5330,5401,2706,2695,275,173,102,2372,1039,1333,2143,968,1175,38,13,25,12616,1133,1254,1413,1136,1068,870,682,681,626,585,657,520,486,443,430,340,181,64,29,18,6113,569,645,678,572,532,434,333,300,260,269,308,249,242,207,194,171,94,32,13,11,6503,564,609,735,564,536,436,349,381,366,316,349,271,244,236,236,169,87,32,16,7,3364,1682,1682,1564,1589,92,77,22,12,93.73,92.98,94.47,5.02,5.47,4.58,1.01,1.31,0.71,8816,4221,4595,6121,3314,2807,69.43,78.51,61.09,3800,7311,1505,51.98,20.59,72.56,11483,5544,5939,926,1793,134,145,2803,2385,1337,1170,110,49,234,397,23.68,16.7,30.19,2.43,2.42,2.44,45.18,50.56,40.16,21.83,24.12,19.7,1.38,1.98,0.83,5.5,4.22,6.68,0,0,12616,0,0,100,1068,532,536,163,30,133,15.26,5.64,24.81,12616,841,11725,50,6.67,NA
Gandaki,Myagdi,Malika,NP04,NP0444,NP0444404,4590,18332,8867,9465,3.993899782135076,93.68198626518753,14885,7095,7790,7667,3763,3904,251,159,92,3163,1355,1808,3650,1744,1906,154,74,80,18332,1626,1821,2010,1910,1652,1405,1066,1049,944,785,888,815,700,591,456,296,182,76,46,14,8867,843,929,1024,935,825,661,505,460,432,342,409,391,328,272,223,137,86,41,20,4,9465,783,892,986,975,827,744,561,589,512,443,479,424,372,319,233,159,96,35,26,10,4947,2523,2424,2334,2251,169,146,13,19,92.68,92.51,92.86,6.37,6.7,6.02,0.65,0.52,0.78,12875,6071,6804,9271,5010,4261,72.01,82.52,62.62,5457,11214,1661,48.66,14.81,63.47,16706,8024,8682,1089,2560,268,259,4047,3378,2209,1930,150,98,261,457,21.84,13.57,29.49,3.15,3.34,2.98,44.45,50.44,38.91,24.78,27.53,22.23,1.48,1.87,1.13,4.3,3.25,5.26,0,0,18332,0,0,100,1652,825,827,278,46,232,16.83,5.58,28.05,18332,625,17691,16,3.41,NA
