province,district,municipality,adm1_pcode,adm2_pcode,adm3_pcode,ward,theme,variable,value
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,household amenities,hh_amenities_motorcycle_scooter,23
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,household amenities,hh_amenities_bicycle,2
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,household amenities,hh_amenities_electric_fan,7
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,household amenities,hh_amenities_refridgerator,17
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,household amenities,hh_amenities_washing_machine,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,household amenities,hh_amenities_air_conditioner,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,wealth quintile,wealth_quintile_poorest_quintile_count,36
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,wealth quintile,wealth_quintile_poorer_quintile_count,81
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,wealth quintile,wealth_quintile_middle_quintile_count,101
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,wealth quintile,wealth_quintile_richer_quintile_count,79
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,wealth quintile,wealth_quintile_richest_quintile_count,18
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,wealth quintile,wealth_quintile_poorest_quintile_pc,11.43
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,wealth quintile,wealth_quintile_poorer_quintile_pc,25.71
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,wealth quintile,wealth_quintile_middle_quintile_pc,32.06
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,wealth quintile,wealth_quintile_richer_quintile_pc,25.08
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,wealth quintile,wealth_quintile_richest_quintile_pc,5.71
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,housing,house_quality_most_adequate_count,73
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,housing,house_quality_adequate_count,168
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,housing,house_quality_moderate_count,71
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,housing,house_quality_inadequate_count,3
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,housing,house_quality_least_adequate_count,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,housing,house_quality_most_adequate_pc,23.17
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,housing,house_quality_adequate_pc,53.33
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,housing,house_quality_moderate_pc,22.54
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,housing,house_quality_inadequate_pc,0.95
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2,housing,house_quality_least_adequate_pc,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,demographics,total_households,296
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,home_ownership_owned,296
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,home_ownership_rented,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,home_ownership_institutional,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,home_ownership_other,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,foundation_mud,24
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,foundation_mud_bonded_bricks_stone,253
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,foundation_cement_bonded_bricks_stone,15
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,foundation_reinforced_cement_concrete_with_pillars,3
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,foundation_wooden_pillars,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,outer_wall_mud_bonded_bricks_stone,23
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,outer_wall_cement_bonded_bricks_stone,267
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,outer_wall_wood_planks,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,outer_wall_bamboo,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,outer_wall_unbaked_bricks,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,outer_wall_galvanised_sheet,5
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,outer_wall_prefabricated_sheet,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,outer_wall_other,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,roof_galvanised_sheet,153
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,roof_reinforced_cement_concrete,142
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,roof_thatch_straw,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,roof_tile,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,roof_stone_slate,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,roof_wood_planks,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,roof_mud,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,roof_other,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,floor_mud,25
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,floor_wooden_plank_bamboo,9
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,floor_bricks_stone,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,floor_ceramic_tile,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,floor_cemented,254
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,floor_other,7
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,drinking water,drinking_water_tap_piped_within_premises,8
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,drinking water,drinking_water_tap_piped_outside_premises,276
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,drinking water,drinking_water_tubewell_handpump,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,drinking water,drinking_water_covered_well_kuwa,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,drinking water,drinking_water_uncovered_well_kuwa,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,drinking water,drinking_water_spout_water,7
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,drinking water,drinking_water_river_stream,4
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,drinking water,drinking_water_jar_bottle,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,drinking water,drinking_water_other,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,cooking fuel,cooking_fuel_wood_firewood,214
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,cooking fuel,cooking_fuel_lpg,78
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,cooking fuel,cooking_fuel_electricity,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,cooking fuel,cooking_fuel_cowdung,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,cooking fuel,cooking_fuel_biogas,3
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,cooking fuel,cooking_fuel_kerosene,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,cooking fuel,cooking_fuel_other,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,lighting fuel,lighting_electricity,289
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,lighting fuel,lighting_solar,3
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,lighting fuel,lighting_kerosene,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,lighting fuel,lighting_biogas,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,lighting fuel,lighting_other,2
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,sanitation,toilet_flush_public_sewerage,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,sanitation,toilet_flush_septic_tank,19
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,sanitation,toilet_pit,271
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,sanitation,toilet_public,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,sanitation,toilet_no_toilet,5
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,household amenities,hh_amenities_without,18
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,household amenities,hh_amenities_at_least_one,278
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,household amenities,hh_amenities_radio,102
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,household amenities,hh_amenities_television,136
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,household amenities,hh_amenities_landline,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,household amenities,hh_amenities_mobile_phone_ordinary,266
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,household amenities,hh_amenities_mobile_phone_smart,154
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,household amenities,hh_amenities_computer_laptop,7
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,household amenities,hh_amenities_internet,7
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,household amenities,hh_amenities_car_jeep_van,2
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,household amenities,hh_amenities_motorcycle_scooter,29
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,household amenities,hh_amenities_bicycle,2
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,household amenities,hh_amenities_electric_fan,12
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,household amenities,hh_amenities_refridgerator,11
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,household amenities,hh_amenities_washing_machine,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,household amenities,hh_amenities_air_conditioner,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,wealth quintile,wealth_quintile_poorest_quintile_count,15
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,wealth quintile,wealth_quintile_poorer_quintile_count,27
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,wealth quintile,wealth_quintile_middle_quintile_count,200
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,wealth quintile,wealth_quintile_richer_quintile_count,48
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,wealth quintile,wealth_quintile_richest_quintile_count,6
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,wealth quintile,wealth_quintile_poorest_quintile_pc,5.07
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,wealth quintile,wealth_quintile_poorer_quintile_pc,9.12
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,wealth quintile,wealth_quintile_middle_quintile_pc,67.57
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,wealth quintile,wealth_quintile_richer_quintile_pc,16.22
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,wealth quintile,wealth_quintile_richest_quintile_pc,2.03
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,house_quality_most_adequate_count,8
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,house_quality_adequate_count,246
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,house_quality_moderate_count,39
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,house_quality_inadequate_count,3
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,house_quality_least_adequate_count,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,house_quality_most_adequate_pc,2.7
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,house_quality_adequate_pc,83.11
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,house_quality_moderate_pc,13.18
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,house_quality_inadequate_pc,1.01
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,3,housing,house_quality_least_adequate_pc,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,demographics,total_households,527
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,home_ownership_owned,524
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,home_ownership_rented,2
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,home_ownership_institutional,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,home_ownership_other,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,foundation_mud,75
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,foundation_mud_bonded_bricks_stone,360
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,foundation_cement_bonded_bricks_stone,89
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,foundation_reinforced_cement_concrete_with_pillars,3
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,foundation_wooden_pillars,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,outer_wall_mud_bonded_bricks_stone,69
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,outer_wall_cement_bonded_bricks_stone,431
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,outer_wall_wood_planks,3
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,outer_wall_bamboo,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,outer_wall_unbaked_bricks,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,outer_wall_galvanised_sheet,23
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,outer_wall_prefabricated_sheet,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,outer_wall_other,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,roof_galvanised_sheet,369
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,roof_reinforced_cement_concrete,154
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,roof_thatch_straw,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,roof_tile,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,roof_stone_slate,2
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,roof_wood_planks,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,roof_mud,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,roof_other,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,floor_mud,61
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,floor_wooden_plank_bamboo,11
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,floor_bricks_stone,3
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,floor_ceramic_tile,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,floor_cemented,451
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,floor_other,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,drinking water,drinking_water_tap_piped_within_premises,234
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,drinking water,drinking_water_tap_piped_outside_premises,271
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,drinking water,drinking_water_tubewell_handpump,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,drinking water,drinking_water_covered_well_kuwa,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,drinking water,drinking_water_uncovered_well_kuwa,6
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,drinking water,drinking_water_spout_water,16
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,drinking water,drinking_water_river_stream,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,drinking water,drinking_water_jar_bottle,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,drinking water,drinking_water_other,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,cooking fuel,cooking_fuel_wood_firewood,376
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,cooking fuel,cooking_fuel_lpg,147
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,cooking fuel,cooking_fuel_electricity,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,cooking fuel,cooking_fuel_cowdung,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,cooking fuel,cooking_fuel_biogas,4
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,cooking fuel,cooking_fuel_kerosene,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,cooking fuel,cooking_fuel_other,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,lighting fuel,lighting_electricity,516
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,lighting fuel,lighting_solar,7
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,lighting fuel,lighting_kerosene,2
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,lighting fuel,lighting_biogas,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,lighting fuel,lighting_other,2
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,sanitation,toilet_flush_public_sewerage,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,sanitation,toilet_flush_septic_tank,412
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,sanitation,toilet_pit,106
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,sanitation,toilet_public,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,sanitation,toilet_no_toilet,8
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,household amenities,hh_amenities_without,17
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,household amenities,hh_amenities_at_least_one,510
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,household amenities,hh_amenities_radio,211
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,household amenities,hh_amenities_television,291
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,household amenities,hh_amenities_landline,2
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,household amenities,hh_amenities_mobile_phone_ordinary,432
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,household amenities,hh_amenities_mobile_phone_smart,360
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,household amenities,hh_amenities_computer_laptop,51
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,household amenities,hh_amenities_internet,229
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,household amenities,hh_amenities_car_jeep_van,13
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,household amenities,hh_amenities_motorcycle_scooter,71
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,household amenities,hh_amenities_bicycle,14
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,household amenities,hh_amenities_electric_fan,92
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,household amenities,hh_amenities_refridgerator,83
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,household amenities,hh_amenities_washing_machine,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,household amenities,hh_amenities_air_conditioner,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,wealth quintile,wealth_quintile_poorest_quintile_count,16
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,wealth quintile,wealth_quintile_poorer_quintile_count,62
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,wealth quintile,wealth_quintile_middle_quintile_count,207
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,wealth quintile,wealth_quintile_richer_quintile_count,183
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,wealth quintile,wealth_quintile_richest_quintile_count,59
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,wealth quintile,wealth_quintile_poorest_quintile_pc,3.04
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,wealth quintile,wealth_quintile_poorer_quintile_pc,11.76
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,wealth quintile,wealth_quintile_middle_quintile_pc,39.28
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,wealth quintile,wealth_quintile_richer_quintile_pc,34.72
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,wealth quintile,wealth_quintile_richest_quintile_pc,11.2
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,house_quality_most_adequate_count,101
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,house_quality_adequate_count,355
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,house_quality_moderate_count,65
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,house_quality_inadequate_count,6
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,house_quality_least_adequate_count,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,house_quality_most_adequate_pc,19.17
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,house_quality_adequate_pc,67.36
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,house_quality_moderate_pc,12.33
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,house_quality_inadequate_pc,1.14
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,4,housing,house_quality_least_adequate_pc,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,demographics,total_households,757
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,home_ownership_owned,744
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,home_ownership_rented,11
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,home_ownership_institutional,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,home_ownership_other,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,foundation_mud,32
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,foundation_mud_bonded_bricks_stone,542
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,foundation_cement_bonded_bricks_stone,180
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,foundation_reinforced_cement_concrete_with_pillars,3
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,foundation_wooden_pillars,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,outer_wall_mud_bonded_bricks_stone,19
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,outer_wall_cement_bonded_bricks_stone,596
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,outer_wall_wood_planks,2
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,outer_wall_bamboo,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,outer_wall_unbaked_bricks,3
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,outer_wall_galvanised_sheet,137
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,outer_wall_prefabricated_sheet,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,outer_wall_other,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,roof_galvanised_sheet,526
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,roof_reinforced_cement_concrete,228
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,roof_thatch_straw,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,roof_tile,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,roof_stone_slate,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,roof_wood_planks,1
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,roof_mud,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,roof_other,0
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,floor_mud,32
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,floor_wooden_plank_bamboo,13
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,floor_bricks_stone,11
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,floor_ceramic_tile,3
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,floor_cemented,693
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,housing,floor_other,5
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,drinking water,drinking_water_tap_piped_within_premises,211
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,5,drinking water,drinking_water_tap_piped_outside_premises,513
