province,district,municipality,adm1_pcode,adm2_pcode,adm3_pcode,ward,theme,rdna_affected,variable,value
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,2,wealth quintile,NA,wealth_quintile_middle_quintile_pc,33.88
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,2,wealth quintile,NA,wealth_quintile_richer_quintile_pc,14.24
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,2,wealth quintile,NA,wealth_quintile_richest_quintile_pc,4.5
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,2,housing,NA,house_quality_most_adequate_count,93
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,2,housing,NA,house_quality_adequate_count,248
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,2,housing,NA,house_quality_moderate_count,315
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,2,housing,NA,house_quality_inadequate_count,11
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,2,housing,NA,house_quality_least_adequate_count,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,2,housing,NA,house_quality_most_adequate_pc,13.94
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,2,housing,NA,house_quality_adequate_pc,37.18
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,2,housing,NA,house_quality_moderate_pc,47.23
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,2,housing,NA,house_quality_inadequate_pc,1.65
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,2,housing,NA,house_quality_least_adequate_pc,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,demographics,NA,total_households,788
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,home_ownership_owned,771
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,home_ownership_rented,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,home_ownership_institutional,3
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,home_ownership_other,13
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,foundation_mud,228
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,foundation_mud_bonded_bricks_stone,485
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,foundation_cement_bonded_bricks_stone,66
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,foundation_reinforced_cement_concrete_with_pillars,7
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,foundation_wooden_pillars,2
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,outer_wall_mud_bonded_bricks_stone,223
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,outer_wall_cement_bonded_bricks_stone,554
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,outer_wall_wood_planks,2
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,outer_wall_bamboo,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,outer_wall_unbaked_bricks,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,outer_wall_galvanised_sheet,9
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,outer_wall_prefabricated_sheet,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,outer_wall_other,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,roof_galvanised_sheet,627
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,roof_reinforced_cement_concrete,157
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,roof_thatch_straw,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,roof_tile,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,roof_stone_slate,2
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,roof_wood_planks,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,roof_mud,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,roof_other,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,floor_mud,223
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,floor_wooden_plank_bamboo,17
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,floor_bricks_stone,5
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,floor_ceramic_tile,8
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,floor_cemented,531
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,floor_other,4
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,drinking water,NA,drinking_water_tap_piped_within_premises,161
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,drinking water,NA,drinking_water_tap_piped_outside_premises,563
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,drinking water,NA,drinking_water_tubewell_handpump,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,drinking water,NA,drinking_water_covered_well_kuwa,20
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,drinking water,NA,drinking_water_uncovered_well_kuwa,39
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,drinking water,NA,drinking_water_spout_water,5
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,drinking water,NA,drinking_water_river_stream,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,drinking water,NA,drinking_water_jar_bottle,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,drinking water,NA,drinking_water_other,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,cooking fuel,NA,cooking_fuel_wood_firewood,742
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,cooking fuel,NA,cooking_fuel_lpg,43
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,cooking fuel,NA,cooking_fuel_electricity,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,cooking fuel,NA,cooking_fuel_cowdung,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,cooking fuel,NA,cooking_fuel_biogas,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,cooking fuel,NA,cooking_fuel_kerosene,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,cooking fuel,NA,cooking_fuel_other,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,lighting fuel,NA,lighting_electricity,782
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,lighting fuel,NA,lighting_solar,6
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,lighting fuel,NA,lighting_kerosene,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,lighting fuel,NA,lighting_biogas,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,lighting fuel,NA,lighting_other,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,sanitation,NA,toilet_flush_public_sewerage,26
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,sanitation,NA,toilet_flush_septic_tank,448
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,sanitation,NA,toilet_pit,305
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,sanitation,NA,toilet_public,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,sanitation,NA,toilet_no_toilet,8
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,household amenities,NA,hh_amenities_without,27
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,household amenities,NA,hh_amenities_at_least_one,761
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,household amenities,NA,hh_amenities_radio,390
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,household amenities,NA,hh_amenities_television,443
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,household amenities,NA,hh_amenities_landline,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,household amenities,NA,hh_amenities_mobile_phone_ordinary,726
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,household amenities,NA,hh_amenities_mobile_phone_smart,464
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,household amenities,NA,hh_amenities_computer_laptop,10
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,household amenities,NA,hh_amenities_internet,38
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,household amenities,NA,hh_amenities_car_jeep_van,6
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,household amenities,NA,hh_amenities_motorcycle_scooter,84
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,household amenities,NA,hh_amenities_bicycle,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,household amenities,NA,hh_amenities_electric_fan,21
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,household amenities,NA,hh_amenities_refridgerator,6
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,household amenities,NA,hh_amenities_washing_machine,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,household amenities,NA,hh_amenities_air_conditioner,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,wealth quintile,NA,wealth_quintile_poorest_quintile_count,134
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,wealth quintile,NA,wealth_quintile_poorer_quintile_count,110
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,wealth quintile,NA,wealth_quintile_middle_quintile_count,453
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,wealth quintile,NA,wealth_quintile_richer_quintile_count,80
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,wealth quintile,NA,wealth_quintile_richest_quintile_count,11
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,wealth quintile,NA,wealth_quintile_poorest_quintile_pc,17.01
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,wealth quintile,NA,wealth_quintile_poorer_quintile_pc,13.96
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,wealth quintile,NA,wealth_quintile_middle_quintile_pc,57.49
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,wealth quintile,NA,wealth_quintile_richer_quintile_pc,10.15
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,wealth quintile,NA,wealth_quintile_richest_quintile_pc,1.4
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,house_quality_most_adequate_count,32
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,house_quality_adequate_count,515
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,house_quality_moderate_count,233
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,house_quality_inadequate_count,8
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,house_quality_least_adequate_count,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,house_quality_most_adequate_pc,4.06
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,house_quality_adequate_pc,65.36
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,house_quality_moderate_pc,29.57
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,house_quality_inadequate_pc,1.02
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,3,housing,NA,house_quality_least_adequate_pc,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,demographics,NA,total_households,725
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,home_ownership_owned,703
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,home_ownership_rented,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,home_ownership_institutional,2
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,home_ownership_other,19
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,foundation_mud,288
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,foundation_mud_bonded_bricks_stone,381
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,foundation_cement_bonded_bricks_stone,43
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,foundation_reinforced_cement_concrete_with_pillars,11
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,foundation_wooden_pillars,2
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,outer_wall_mud_bonded_bricks_stone,286
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,outer_wall_cement_bonded_bricks_stone,425
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,outer_wall_wood_planks,3
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,outer_wall_bamboo,2
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,outer_wall_unbaked_bricks,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,outer_wall_galvanised_sheet,7
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,outer_wall_prefabricated_sheet,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,outer_wall_other,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,roof_galvanised_sheet,616
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,roof_reinforced_cement_concrete,103
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,roof_thatch_straw,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,roof_tile,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,roof_stone_slate,2
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,roof_wood_planks,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,roof_mud,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,roof_other,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,floor_mud,294
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,floor_wooden_plank_bamboo,16
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,floor_bricks_stone,16
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,floor_ceramic_tile,4
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,floor_cemented,394
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,floor_other,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,drinking water,NA,drinking_water_tap_piped_within_premises,145
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,drinking water,NA,drinking_water_tap_piped_outside_premises,388
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,drinking water,NA,drinking_water_tubewell_handpump,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,drinking water,NA,drinking_water_covered_well_kuwa,3
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,drinking water,NA,drinking_water_uncovered_well_kuwa,51
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,drinking water,NA,drinking_water_spout_water,122
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,drinking water,NA,drinking_water_river_stream,14
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,drinking water,NA,drinking_water_jar_bottle,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,drinking water,NA,drinking_water_other,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,cooking fuel,NA,cooking_fuel_wood_firewood,637
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,cooking fuel,NA,cooking_fuel_lpg,84
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,cooking fuel,NA,cooking_fuel_electricity,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,cooking fuel,NA,cooking_fuel_cowdung,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,cooking fuel,NA,cooking_fuel_biogas,3
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,cooking fuel,NA,cooking_fuel_kerosene,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,cooking fuel,NA,cooking_fuel_other,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,lighting fuel,NA,lighting_electricity,719
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,lighting fuel,NA,lighting_solar,4
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,lighting fuel,NA,lighting_kerosene,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,lighting fuel,NA,lighting_biogas,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,lighting fuel,NA,lighting_other,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,sanitation,NA,toilet_flush_public_sewerage,14
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,sanitation,NA,toilet_flush_septic_tank,379
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,sanitation,NA,toilet_pit,268
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,sanitation,NA,toilet_public,30
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,sanitation,NA,toilet_no_toilet,34
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,household amenities,NA,hh_amenities_without,49
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,household amenities,NA,hh_amenities_at_least_one,676
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,household amenities,NA,hh_amenities_radio,259
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,household amenities,NA,hh_amenities_television,215
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,household amenities,NA,hh_amenities_landline,2
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,household amenities,NA,hh_amenities_mobile_phone_ordinary,634
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,household amenities,NA,hh_amenities_mobile_phone_smart,210
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,household amenities,NA,hh_amenities_computer_laptop,10
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,household amenities,NA,hh_amenities_internet,16
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,household amenities,NA,hh_amenities_car_jeep_van,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,household amenities,NA,hh_amenities_motorcycle_scooter,65
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,household amenities,NA,hh_amenities_bicycle,5
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,household amenities,NA,hh_amenities_electric_fan,10
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,household amenities,NA,hh_amenities_refridgerator,5
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,household amenities,NA,hh_amenities_washing_machine,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,household amenities,NA,hh_amenities_air_conditioner,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,wealth quintile,NA,wealth_quintile_poorest_quintile_count,174
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,wealth quintile,NA,wealth_quintile_poorer_quintile_count,190
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,wealth quintile,NA,wealth_quintile_middle_quintile_count,307
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,wealth quintile,NA,wealth_quintile_richer_quintile_count,53
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,wealth quintile,NA,wealth_quintile_richest_quintile_count,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,wealth quintile,NA,wealth_quintile_poorest_quintile_pc,24
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,wealth quintile,NA,wealth_quintile_poorer_quintile_pc,26.21
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,wealth quintile,NA,wealth_quintile_middle_quintile_pc,42.34
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,wealth quintile,NA,wealth_quintile_richer_quintile_pc,7.31
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,wealth quintile,NA,wealth_quintile_richest_quintile_pc,0.14
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,house_quality_most_adequate_count,34
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,house_quality_adequate_count,318
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,house_quality_moderate_count,342
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,house_quality_inadequate_count,30
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,house_quality_least_adequate_count,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,house_quality_most_adequate_pc,4.69
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,house_quality_adequate_pc,43.86
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,house_quality_moderate_pc,47.17
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,house_quality_inadequate_pc,4.14
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,4,housing,NA,house_quality_least_adequate_pc,0.14
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,demographics,1,total_households,826
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,home_ownership_owned,776
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,home_ownership_rented,44
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,home_ownership_institutional,4
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,home_ownership_other,2
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,foundation_mud,358
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,foundation_mud_bonded_bricks_stone,249
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,foundation_cement_bonded_bricks_stone,208
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,foundation_reinforced_cement_concrete_with_pillars,7
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,foundation_wooden_pillars,4
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,outer_wall_mud_bonded_bricks_stone,211
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,outer_wall_cement_bonded_bricks_stone,596
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,outer_wall_wood_planks,2
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,outer_wall_bamboo,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,outer_wall_unbaked_bricks,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,outer_wall_galvanised_sheet,14
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,outer_wall_prefabricated_sheet,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,outer_wall_other,2
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,roof_galvanised_sheet,551
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,roof_reinforced_cement_concrete,238
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,roof_thatch_straw,1
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,roof_tile,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,roof_stone_slate,31
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,roof_wood_planks,3
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,roof_mud,0
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,roof_other,2
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,floor_mud,198
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,5,housing,1,floor_wooden_plank_bamboo,22
