province,district,municipality,adm1_pcode,adm2_pcode,adm3_pcode,total_households,home_ownership_owned,home_ownership_rented,home_ownership_institutional,home_ownership_other,foundation_mud,foundation_mud_bonded_bricks_stone,foundation_cement_bonded_bricks_stone,foundation_reinforced_cement_concrete_with_pillars,foundation_wooden_pillars,outer_wall_mud_bonded_bricks_stone,outer_wall_cement_bonded_bricks_stone,outer_wall_wood_planks,outer_wall_bamboo,outer_wall_unbaked_bricks,outer_wall_galvanised_sheet,outer_wall_prefabricated_sheet,outer_wall_other,roof_galvanised_sheet,roof_reinforced_cement_concrete,roof_thatch_straw,roof_tile,roof_stone_slate,roof_wood_planks,roof_mud,roof_other,floor_mud,floor_wooden_plank_bamboo,floor_bricks_stone,floor_ceramic_tile,floor_cemented,floor_other,drinking_water_tap_piped_within_premises,drinking_water_tap_piped_outside_premises,drinking_water_tubewell_handpump,drinking_water_covered_well_kuwa,drinking_water_uncovered_well_kuwa,drinking_water_spout_water,drinking_water_river_stream,drinking_water_jar_bottle,drinking_water_other,cooking_fuel_wood_firewood,cooking_fuel_lpg,cooking_fuel_electricity,cooking_fuel_cowdung,cooking_fuel_biogas,cooking_fuel_kerosene,cooking_fuel_other,lighting_electricity,lighting_solar,lighting_kerosene,lighting_biogas,lighting_other,toilet_flush_public_sewerage,toilet_flush_septic_tank,toilet_pit,toilet_public,toilet_no_toilet,hh_amenities_without,hh_amenities_at_least_one,hh_amenities_radio,hh_amenities_television,hh_amenities_landline,hh_amenities_mobile_phone_ordinary,hh_amenities_mobile_phone_smart,hh_amenities_computer_laptop,hh_amenities_internet,hh_amenities_car_jeep_van,hh_amenities_motorcycle_scooter,hh_amenities_bicycle,hh_amenities_electric_fan,hh_amenities_refridgerator,hh_amenities_washing_machine,hh_amenities_air_conditioner,wealth_quintile_poorest_quintile_count,wealth_quintile_poorer_quintile_count,wealth_quintile_middle_quintile_count,wealth_quintile_richer_quintile_count,wealth_quintile_richest_quintile_count,wealth_quintile_poorest_quintile_pc,wealth_quintile_poorer_quintile_pc,wealth_quintile_middle_quintile_pc,wealth_quintile_richer_quintile_pc,wealth_quintile_richest_quintile_pc,house_quality_most_adequate_count,house_quality_adequate_count,house_quality_moderate_count,house_quality_inadequate_count,house_quality_least_adequate_count,house_quality_most_adequate_pc,house_quality_adequate_pc,house_quality_moderate_pc,house_quality_inadequate_pc,house_quality_least_adequate_pc
Bagmati,Dhading,Gajuri,NP03,NP0330,NP0330409,6839,6051,748,19,21,2899,2525,1237,154,24,2992,3597,80,21,3,85,3,58,4540,1879,32,6,369,2,0,11,2798,128,19,40,3815,39,2771,3361,28,87,129,378,47,30,8,4078,2712,8,0,30,7,4,5855,905,29,4,46,77,5792,576,30,364,487,6352,2593,2938,164,5358,4034,466,1957,114,1090,253,2177,1102,94,16,1457,1326,1741,1409,906,21.3,19.39,25.46,20.6,13.25,1932,2114,2576,204,13,28.25,30.91,37.67,2.98,0.19
Bagmati,Dhading,Galchhi,NP03,NP0330,NP0330410,5975,5538,394,10,33,2178,2531,1134,112,20,2003,3785,44,9,3,100,0,31,4060,1703,16,4,183,3,0,6,1573,186,75,53,4048,40,2397,2432,49,43,246,774,20,0,14,3706,2202,8,1,52,2,4,5841,114,8,1,11,172,4101,1487,46,169,259,5716,3642,3109,173,5067,3615,441,2140,143,1225,234,2236,1055,79,15,875,1064,1868,1275,893,14.64,17.81,31.26,21.34,14.95,1474,2471,1750,278,2,24.67,41.36,29.29,4.65,0.03
Bagmati,Dhading,Thakre,NP03,NP0330,NP0330411,7847,7166,617,18,46,1881,4445,1208,281,32,1749,5658,47,52,4,296,0,41,4509,3234,11,24,50,7,0,12,1848,216,247,38,5454,44,4176,3403,10,14,80,118,30,5,11,4668,3055,8,1,113,2,0,7730,79,27,2,9,224,4280,3069,162,112,292,7555,2231,4178,99,6209,5102,422,1358,218,1407,319,2455,1108,51,10,988,976,3102,1992,789,12.59,12.44,39.53,25.39,10.05,1971,3973,1690,206,7,25.12,50.63,21.54,2.63,0.09
Bagmati,Dhading,Dhunibenshi,NP03,NP0330,NP0330302,7246,6829,333,49,35,1543,3709,1483,419,92,1330,5257,31,19,40,527,5,37,4161,3025,9,1,31,10,0,9,1767,91,80,69,5164,75,3493,2157,15,89,207,1067,150,59,9,4210,2883,13,1,126,11,2,7125,65,44,0,12,60,2484,4339,69,294,308,6938,1511,4381,121,5862,5005,542,3403,156,1584,265,1702,1294,69,12,851,857,2383,2280,875,11.74,11.83,32.89,31.47,12.08,1293,3645,1781,512,15,17.84,50.3,24.58,7.07,0.21
Bagmati,Nuwakot,Dupcheshwor,NP03,NP0328,NP0328408,5141,5020,102,11,8,3644,1305,151,31,10,3663,1420,3,4,1,47,0,3,4743,388,3,1,4,1,0,1,3718,141,15,20,1224,23,1253,3504,0,1,91,281,0,4,7,4614,514,7,0,4,2,0,4992,134,9,0,6,200,3335,1478,59,69,834,4307,1356,966,36,3793,2598,134,1269,55,210,37,161,131,12,3,2104,1461,1120,355,101,40.93,28.42,21.79,6.91,1.96,272,1264,3370,232,3,5.29,24.59,65.55,4.51,0.06
Bagmati,Nuwakot,Tadi,NP03,NP0328,NP0328405,4024,3877,106,9,32,1852,1632,435,87,18,1869,1980,23,16,1,81,5,49,3250,731,5,0,35,1,0,2,1900,79,17,38,1972,18,910,2584,0,1,20,488,13,0,8,3181,824,3,0,15,1,0,3773,196,19,2,34,130,3377,392,16,109,482,3542,1633,1315,16,3033,1980,135,980,26,364,32,602,270,8,4,1072,871,1242,594,245,26.64,21.65,30.86,14.76,6.09,516,1664,1719,123,2,12.82,41.35,42.72,3.06,0.05
Bagmati,Nuwakot,Suryagadhi,NP03,NP0328,NP0328404,3829,3795,28,3,3,1374,2104,307,37,7,1094,2673,9,6,2,40,0,5,3150,651,4,1,22,1,0,0,855,67,123,4,2735,45,540,2339,0,16,32,897,3,0,2,2670,1151,6,0,1,1,0,3771,32,18,1,7,28,3106,586,38,71,282,3547,2684,1887,97,3130,2132,129,532,10,480,61,488,215,5,2,427,654,1816,743,189,11.15,17.08,47.43,19.4,4.94,535,2215,1033,46,0,13.97,57.85,26.98,1.2,0
Bagmati,Nuwakot,Bidur,NP03,NP0328,NP0328301,15234,13498,1522,143,71,3000,7086,4860,190,98,2324,12415,41,15,14,357,3,65,8151,6950,27,32,66,7,0,1,2050,161,106,232,12602,83,7098,6156,0,179,184,1488,32,81,16,6232,8840,35,5,112,5,5,15155,48,28,1,2,198,12513,2357,41,125,387,14847,7039,10289,710,11970,11886,2535,8716,500,4800,1548,9515,5678,451,129,660,1239,3888,4792,4655,4.33,8.13,25.52,31.46,30.56,6360,6648,2057,164,5,41.75,43.64,13.5,1.08,0.03
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,3929,3819,74,17,19,1304,1933,658,30,4,1208,2655,9,2,1,53,0,1,2954,965,2,2,6,0,0,0,1034,61,36,23,2754,21,1215,2366,0,1,38,299,4,1,5,2925,992,0,0,10,2,0,3893,29,4,1,2,101,2825,958,2,43,410,3519,1151,1626,12,2570,2412,164,338,23,301,32,341,213,2,5,534,665,1828,796,106,13.59,16.93,46.53,20.26,2.7,728,2090,1078,33,0,18.53,53.19,27.44,0.84,0
Bagmati,Nuwakot,Myagang,NP03,NP0328,NP0328401,3969,3871,84,8,6,2204,1427,322,12,4,2161,1746,17,0,1,37,2,5,3357,597,2,2,11,0,0,0,1719,39,20,11,2167,13,1876,1938,0,9,48,65,25,0,8,3006,959,0,0,4,0,0,3915,33,14,2,5,185,3345,402,9,28,350,3619,1168,1499,19,2726,2413,109,449,45,285,35,77,104,3,1,795,1123,1328,644,79,20.03,28.29,33.46,16.23,1.99,658,1628,1666,17,0,16.58,41.02,41.98,0.43,0
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,3879,3836,34,7,2,2007,1415,417,38,2,1763,2070,10,1,6,29,0,0,2743,864,3,4,263,2,0,0,1586,33,9,8,2236,7,1042,2574,0,5,55,115,82,0,6,2949,847,1,0,80,0,2,3824,37,7,0,11,247,3118,443,2,69,233,3646,1726,1585,16,3258,2070,91,1078,29,355,83,730,199,2,3,738,858,1441,710,132,19.03,22.12,37.15,18.3,3.4,570,1745,1546,17,1,14.69,44.99,39.86,0.44,0.03
Bagmati,Nuwakot,Belkotgadhi,NP03,NP0328,NP0328302,9222,8995,156,20,51,3140,4715,1246,91,30,2842,6223,19,8,4,113,6,7,6945,2171,14,19,61,7,0,5,2441,191,165,51,6315,59,2397,5771,0,264,362,381,30,3,14,6760,2407,8,0,42,3,2,9149,44,22,0,7,149,7094,1803,42,134,396,8826,4215,4800,26,8088,5465,362,1243,105,1624,212,2101,843,12,5,1190,1557,4013,1841,621,12.9,16.88,43.52,19.96,6.73,1550,5119,2438,112,3,16.81,55.51,26.44,1.21,0.03
Bagmati,Nuwakot,Likhu,NP03,NP0328,NP0328406,4582,4338,204,20,20,1223,2338,945,49,27,842,3629,18,1,7,80,1,4,2695,1840,13,3,28,3,0,0,862,92,227,19,3353,29,1165,1907,0,316,364,821,4,1,4,2437,2028,11,19,85,2,0,4530,25,23,0,4,58,2631,1836,16,41,215,4367,1727,2707,36,3740,3020,333,1190,52,972,322,2546,977,40,9,422,558,1730,1246,626,9.21,12.18,37.76,27.19,13.66,1079,2238,1139,123,3,23.55,48.84,24.86,2.68,0.07
Bagmati,Nuwakot,Panchakanya,NP03,NP0328,NP0328407,3600,3476,53,7,64,1710,1265,583,36,6,1526,2028,9,7,2,22,2,4,2663,820,2,3,111,1,0,0,1402,62,15,21,2081,19,1269,1906,0,13,104,262,26,13,7,2597,975,4,0,22,2,0,3525,45,22,1,7,58,2920,487,9,126,117,3483,1747,1694,15,3177,2187,161,1347,56,522,150,758,265,8,5,504,719,1418,766,193,14,19.97,39.39,21.28,5.36,575,1682,1294,49,0,15.97,46.72,35.94,1.36,0
Bagmati,Nuwakot,Shivapuri,NP03,NP0328,NP0328410,4925,4716,93,9,107,2554,2086,235,39,11,3124,1735,12,9,0,40,2,3,4327,571,8,3,14,2,0,0,2699,114,18,11,2061,22,2829,1917,0,17,52,99,9,1,1,4403,514,2,0,5,0,1,4869,38,14,0,4,386,1947,2546,7,39,339,4586,2172,2080,27,3819,2446,98,651,28,465,33,442,240,0,0,1268,1598,1546,429,84,25.75,32.45,31.39,8.71,1.71,143,1970,2763,49,0,2.9,40,56.1,0.99,0
Bagmati,Nuwakot,Shivapuri,NP03,NP0328,NP0328596,4925,4716,93,9,107,2554,2086,235,39,11,3124,1735,12,9,0,40,2,3,4327,571,8,3,14,2,0,0,2699,114,18,11,2061,22,2829,1917,0,17,52,99,9,1,1,4403,514,2,0,5,0,1,4869,38,14,0,4,386,1947,2546,7,39,339,4586,2172,2080,27,3819,2446,98,651,28,465,33,442,240,0,0,1268,1598,1546,429,84,25.75,32.45,31.39,8.71,1.71,143,1970,2763,49,0,2.9,40,56.1,0.99,0
Bagmati,Nuwakot,Kakani,NP03,NP0328,NP0328409,6312,6097,168,21,26,2063,2797,1230,188,34,1857,4181,39,15,7,202,7,4,4001,2258,10,2,36,3,0,2,1868,134,67,18,4198,27,2505,3199,0,43,148,372,39,2,4,3978,2314,2,0,15,1,2,6209,61,31,0,11,391,3918,1748,37,218,355,5957,2196,3457,52,4950,4265,385,1940,159,1323,146,558,554,44,5,634,1098,2366,1637,577,10.04,17.4,37.48,25.93,9.14,1511,3023,1609,165,4,23.94,47.89,25.49,2.61,0.06
Bagmati,Kathmandu,Shankharapur,NP03,NP0327,NP0327307,7140,5871,1219,21,29,1441,2673,2383,534,109,1195,5016,71,13,27,777,5,36,3421,3647,15,27,23,5,0,2,1778,123,65,199,4935,40,2443,3115,98,334,190,876,0,78,6,1892,5199,15,0,16,17,1,7050,74,10,0,6,932,4003,2076,20,109,216,6924,2379,4749,295,5530,5992,1295,3869,300,2717,512,2086,2187,252,18,376,874,1676,2129,2085,5.27,12.24,23.47,29.82,29.2,2923,2372,1533,306,6,40.94,33.22,21.47,4.29,0.08
Bagmati,Kathmandu,Kageshwori Manahara,NP03,NP0327,NP0327306,33764,18583,14860,171,150,1536,8436,22098,1244,450,970,30437,159,61,55,1950,31,101,5022,28476,46,93,75,33,0,19,2089,446,181,4377,26335,336,9681,2851,2164,1908,909,1922,0,14007,322,1059,32386,283,2,18,9,7,33557,178,7,3,19,13170,16936,3567,31,60,358,33406,8226,24289,3028,20333,31474,14834,26260,3128,17337,4697,16008,16596,4944,426,173,934,3304,10271,19082,0.51,2.77,9.79,30.42,56.52,25757,5639,1970,397,1,76.29,16.7,5.83,1.18,0
Bagmati,Kathmandu,Gokarneshwor,NP03,NP0327,NP0327304,39771,15374,23707,465,225,1463,12758,24092,1048,410,1073,36548,103,90,83,1676,44,154,6168,33185,102,55,193,41,0,27,1715,637,309,3651,33252,207,11295,3842,1830,1204,585,1279,0,19553,183,1189,38375,139,1,33,18,16,39574,190,2,0,5,25682,9789,4059,174,67,387,39384,6370,25959,3188,21076,36874,13249,27897,2590,15896,4129,15655,16208,3528,248,135,858,4228,16381,18169,0.34,2.16,10.63,41.19,45.68,33042,4828,1646,250,5,83.08,12.14,4.14,0.63,0.01
Bagmati,Kathmandu,Budhanilkhantha,NP03,NP0327,NP0327303,46930,21947,24346,339,298,1373,13159,30576,1401,421,967,43348,166,187,91,1989,78,104,6517,39844,135,146,172,77,0,39,1818,566,491,4540,39160,355,20484,4084,1562,2718,1170,1512,0,14937,463,1347,45200,273,5,74,9,22,46606,310,8,0,6,30389,12366,4079,38,58,506,46424,14759,33507,6294,26884,44522,22822,37509,5279,24066,5652,19970,25471,8744,946,82,765,3676,14135,28272,0.17,1.63,7.83,30.12,60.24,38507,6221,1966,234,2,82.05,13.26,4.19,0.5,0
Bagmati,Kathmandu,Tokha,NP03,NP0327,NP0327302,37025,15109,21525,178,213,697,9833,25707,623,165,693,35189,131,135,32,726,34,85,3515,32963,105,273,120,28,0,21,1119,829,430,3904,30535,208,10763,2284,1751,1166,475,566,0,19623,397,893,35714,199,0,211,2,6,36767,252,3,0,3,30354,3789,2725,81,76,312,36713,8239,24733,4354,19409,34935,17903,28382,4014,17866,4226,14924,17912,6063,739,30,511,2584,12926,20974,0.08,1.38,6.98,34.91,56.65,32790,3275,871,88,1,88.56,8.85,2.35,0.24,0
Bagmati,Kathmandu,Tarakeshwor,NP03,NP0327,NP0327301,41362,18793,22311,51,207,1764,15381,22333,1546,338,1336,37491,70,239,34,2075,35,82,6090,35188,13,22,16,21,0,12,2205,169,1058,2752,35095,83,14775,5551,439,579,542,2319,0,17078,79,603,40127,424,1,196,3,8,41318,19,5,10,10,21771,13831,5622,116,22,206,41156,8191,28686,4205,25705,37668,16743,30392,2418,18561,3001,11385,16202,4214,255,177,1310,3351,15556,20968,0.43,3.17,8.1,37.61,50.69,34220,4539,2090,510,3,82.73,10.97,5.05,1.23,0.01
Bagmati,Kathmandu,Nagarjun,NP03,NP0327,NP0327305,31301,15253,15764,129,155,1029,11928,17331,805,208,828,28993,67,158,53,1024,25,153,4195,27008,7,35,18,13,0,25,1460,76,452,1882,27368,63,19677,4500,37,338,198,519,0,4865,1167,489,30563,229,1,4,5,10,31283,6,5,0,7,21832,7039,2324,89,17,122,31179,8618,23521,5050,18987,28882,15860,24424,3605,17163,3901,12411,16748,6926,650,119,657,2021,8932,19572,0.38,2.1,6.46,28.54,62.53,26672,3154,1305,165,5,85.21,10.08,4.17,0.53,0.02
Bagmati,Kathmandu,Kathmandu,NP03,NP0327,NP0327101,238966,87874,147255,2229,1608,11283,110111,115267,1588,717,10340,224900,382,344,315,2179,148,358,22161,215325,87,415,362,444,0,172,6484,1162,5115,16773,208939,493,114972,11002,6257,3385,1830,1685,0,94535,5300,511,235688,2522,0,0,88,157,238808,74,19,0,65,202119,18644,17444,653,106,1033,237933,74501,177249,60266,146184,225102,129704,191153,28737,117713,30257,124428,124039,55008,7537,210,2748,12783,73387,149838,0.09,1.15,5.35,30.71,62.7,212045,23751,2930,192,48,88.73,9.94,1.23,0.08,0.02
Bagmati,Kathmandu,Kirtipur,NP03,NP0327,NP0327309,24150,10559,13273,264,54,2023,8230,12646,1057,194,1179,21173,30,365,12,1323,20,48,3357,20588,84,58,12,21,0,30,2234,157,316,1199,20224,20,15153,3101,17,67,45,711,0,4679,377,144,23809,184,0,5,2,6,24126,10,10,0,4,12573,8079,3466,31,1,96,24054,5475,14309,4020,14059,22689,13506,19642,1549,11360,2263,7417,9840,4172,195,105,914,1748,9071,12312,0.43,3.78,7.24,37.56,50.98,19404,2934,1390,420,2,80.35,12.15,5.76,1.74,0.01
Bagmati,Kathmandu,Chandragiri,NP03,NP0327,NP0327308,35994,19303,16335,158,198,2280,12735,19449,1235,295,1692,32227,98,340,45,1407,69,116,4923,30787,13,145,32,71,0,23,2537,218,504,2145,30529,61,26003,6661,25,398,259,775,0,1331,542,661,34899,401,2,2,4,25,35962,22,7,0,3,3143,28353,4429,56,13,178,35816,9951,27488,5327,22111,32969,15709,28017,3245,17438,3346,11484,17886,6485,533,205,1228,2895,10851,20815,0.57,3.41,8.04,30.15,57.83,29503,3989,2188,311,3,81.97,11.08,6.08,0.86,0.01
Bagmati,Kathmandu,Dakshinkali,NP03,NP0327,NP0327310,6489,5418,914,129,28,1754,2650,1843,193,49,1506,4681,11,76,1,191,3,20,2168,4114,6,122,70,5,0,4,1672,16,48,140,4606,7,2989,3180,5,19,40,220,0,1,35,1487,4971,25,0,2,0,4,6448,9,10,0,22,644,4032,1752,16,45,118,6371,1366,5062,329,4614,5054,1822,3786,406,2952,510,1872,2739,499,18,426,599,1140,1709,2615,6.56,9.23,17.57,26.34,40.3,3448,1685,1234,117,5,53.14,25.97,19.02,1.8,0.08
Bagmati,Bhaktapur,Changunarayan,NP03,NP0326,NP0326302,21588,16325,4934,125,204,2912,5785,11113,1225,553,2560,16768,119,162,70,1760,42,107,5771,15429,36,244,67,25,0,16,3748,369,168,1105,16002,196,8842,4019,491,1562,822,1616,0,3931,305,2160,19277,104,8,17,9,13,21377,196,5,0,10,1110,17392,2941,65,80,236,21352,5452,15075,1765,14480,19453,7620,14902,1325,10614,2718,8757,9476,1503,77,421,1534,3146,6602,9885,1.95,7.11,14.57,30.58,45.79,12804,5368,2915,498,3,59.31,24.87,13.5,2.31,0.01
Bagmati,Bhaktapur,Bhaktapur,NP03,NP0326,NP0326303,18987,12491,6269,159,68,3131,3270,12145,212,229,2919,15461,64,7,9,500,18,9,4129,14468,37,238,58,28,0,29,3245,798,328,567,13955,94,9782,2204,67,107,261,224,0,5906,436,1254,17557,142,1,21,6,6,18796,185,5,1,0,15906,2401,651,5,24,153,18834,5239,13184,3532,11045,17506,8422,14850,1554,10110,4892,12075,9024,2673,450,69,712,2534,6013,9659,0.36,3.75,13.35,31.67,50.87,13630,4474,852,30,1,71.79,23.56,4.49,0.16,0.01
Bagmati,Bhaktapur,Madhyapur Thimi,NP03,NP0326,NP0326301,31966,15866,15642,279,179,2113,7573,21552,544,184,1895,29084,120,67,41,689,25,45,4201,27195,83,214,196,49,0,28,2181,1073,532,2799,25098,283,14011,2327,1175,2474,932,469,0,10029,549,1480,30081,339,1,33,15,17,31639,310,8,0,9,25290,4296,2280,58,42,213,31753,10806,22111,4415,17119,30154,17074,26021,2939,16472,5338,16769,15785,5941,467,58,632,2921,9834,18521,0.18,1.98,9.14,30.76,57.94,25358,5556,989,54,9,79.33,17.38,3.09,0.17,0.03
Bagmati,Bhaktapur,Suryabinayak,NP03,NP0326,NP0326304,35865,22040,13491,154,180,2362,7364,24541,1226,372,2059,31685,116,114,83,1681,33,94,5190,30109,92,190,189,55,0,40,3844,1008,256,2114,28342,301,21756,3705,461,1828,857,656,0,6133,469,3075,32265,259,2,232,16,16,35549,283,25,0,8,16483,16544,2718,50,70,309,35556,13201,24686,4295,22705,33425,16322,27448,2825,17673,4727,16553,16707,5314,534,288,1368,4025,10981,19203,0.8,3.81,11.22,30.62,53.54,27566,5567,2456,276,0,76.86,15.52,6.85,0.77,0
Bagmati,Lalitpur,Mahalaxmi,NP03,NP0325,NP0325302,32106,18847,12967,116,176,1336,10030,19631,809,300,1040,29532,122,124,25,1126,52,85,3884,27885,75,102,99,33,0,28,1924,631,686,3264,25375,226,7436,2136,257,830,757,269,0,18766,1655,1336,30220,243,3,283,7,14,31759,326,6,4,11,15066,14555,2402,34,49,292,31814,10600,23437,4523,19726,29879,16663,25420,3468,18418,6240,16289,16103,5843,460,154,704,2707,8774,19767,0.48,2.19,8.43,27.33,61.57,25666,4883,1369,180,8,79.94,15.21,4.26,0.56,0.02
Bagmati,Lalitpur,Lalitpur,NP03,NP0325,NP0325101,77159,40067,35357,1048,687,6240,28907,39294,2194,524,5192,68042,388,338,105,2853,41,200,11277,64515,204,398,518,192,0,55,6787,1771,1354,6130,60388,729,34762,6533,570,2374,2058,1871,0,25369,3622,3370,72231,985,2,517,31,23,76478,650,13,8,10,47427,23924,5577,135,96,970,76189,33895,58028,17378,39186,71637,41361,60614,10238,41556,15837,41368,41074,17452,2681,180,2096,8074,19970,46839,0.23,2.72,10.46,25.88,60.7,58287,14353,4058,450,11,75.54,18.6,5.26,0.58,0.01
Bagmati,Lalitpur,Godawari,NP03,NP0325,NP0325301,24045,17835,5724,224,262,4865,9151,7589,2032,408,3941,17197,141,294,59,2295,25,93,7613,16082,64,121,107,40,0,18,5497,557,448,567,16814,162,14633,6841,38,278,462,1558,0,106,129,3484,20428,62,5,60,1,5,23721,283,23,0,18,781,18102,5011,63,88,489,23556,8330,18421,2125,17671,21207,8205,14753,1737,11512,3077,8463,9544,2341,167,776,2496,4275,6309,10189,3.23,10.38,17.78,26.24,42.37,13400,5545,4389,701,10,55.73,23.06,18.25,2.92,0.04
Bagmati,Lalitpur,Konjyosom,NP03,NP0325,NP0325402,2142,2083,48,5,6,1434,594,57,36,21,1534,540,7,0,3,58,0,0,1901,235,1,2,3,0,0,0,1503,35,21,6,566,11,2024,104,0,6,2,5,0,0,1,1614,521,2,0,4,0,1,2121,18,0,0,3,139,1700,287,4,12,111,2031,761,1435,21,1721,1621,110,197,26,607,37,24,101,2,0,299,778,758,233,74,13.96,36.32,35.39,10.88,3.45,205,645,1270,22,0,9.57,30.11,59.29,1.03,0
Bagmati,Lalitpur,Mahankal,NP03,NP0325,NP0325403,1939,1825,99,8,7,1473,405,27,28,6,1486,416,7,6,1,22,0,1,1810,124,1,1,3,0,0,0,1527,61,4,9,336,2,1343,583,0,1,7,2,0,1,2,1564,342,2,0,31,0,0,1886,44,2,0,7,83,1412,436,0,8,117,1822,712,1140,32,1756,1261,112,295,18,462,4,28,63,4,2,359,753,642,141,44,18.51,38.83,33.11,7.27,2.27,85,557,1289,8,0,4.38,28.73,66.48,0.41,0
Bagmati,Lalitpur,Bagmati,NP03,NP0325,NP0325401,2739,2632,84,11,12,2118,529,47,36,9,2034,650,10,6,0,39,0,0,2453,272,3,2,7,2,0,0,1909,77,9,3,737,4,1823,687,3,2,54,170,0,0,0,2275,446,2,8,6,2,0,2675,51,10,0,3,138,1047,1509,11,34,193,2546,820,1258,14,2276,1491,75,218,33,368,21,133,121,5,2,964,946,598,187,44,35.2,34.54,21.83,6.83,1.61,86,693,1861,99,0,3.14,25.3,67.94,3.61,0
Bagmati,Kavrepalanchok,Chauri Deurali,NP03,NP0324,NP0324402,4156,4060,67,25,4,3466,485,178,20,7,3654,476,7,1,0,15,3,0,3760,199,16,149,29,0,0,3,3489,98,5,10,532,22,2492,1341,3,23,73,194,15,0,15,3805,336,6,0,5,3,1,4112,38,3,1,2,232,3736,133,3,52,327,3829,1757,1440,19,3449,1875,72,580,18,213,6,154,59,1,2,1562,1689,751,130,24,37.58,40.64,18.07,3.13,0.58,110,732,3255,59,0,2.65,17.61,78.32,1.42,0
Bagmati,Kavrepalanchok,Bhumlu,NP03,NP0324,NP0324401,4518,4369,121,21,7,2919,1305,226,43,25,3234,1201,17,2,3,54,5,2,3868,615,4,5,25,0,0,1,2738,183,12,7,1556,22,849,2845,8,46,54,683,24,6,3,3796,707,2,0,3,10,0,4467,38,12,0,1,79,2059,2276,6,98,362,4156,1915,1936,63,3717,1713,94,623,34,300,26,601,306,17,5,1705,1332,963,383,135,37.74,29.48,21.31,8.48,2.99,251,1126,2803,334,4,5.56,24.92,62.04,7.39,0.09
Bagmati,Kavrepalanchok,Mandan Deupur,NP03,NP0324,NP0324301,7924,7622,241,35,26,1944,4402,1343,179,56,1615,5982,36,19,8,245,1,18,4561,3244,12,31,61,12,0,3,1677,146,51,23,5950,77,3173,3096,9,272,424,921,19,5,5,4248,3397,10,1,256,11,1,7830,74,13,0,7,145,4068,3423,23,265,356,7568,2953,4312,168,6803,5158,520,2837,164,1615,150,1939,877,21,4,687,981,3120,2364,772,8.67,12.38,39.37,29.83,9.74,1586,4440,1676,217,5,20.02,56.03,21.15,2.74,0.06
Bagmati,Kavrepalanchok,Banepa,NP03,NP0324,NP0324302,16698,11646,4819,151,82,1949,4296,9863,420,170,1825,14089,53,44,18,513,6,150,3279,13121,33,136,106,13,0,10,2101,293,92,623,13394,195,6201,4607,176,986,773,2277,150,1419,109,2006,14591,43,1,19,34,4,16518,165,5,2,8,8041,7148,1409,34,66,213,16485,2964,12016,1495,11188,14989,5573,11028,1206,6658,1524,6434,6396,1468,113,373,923,2275,5828,7299,2.23,5.53,13.62,34.9,43.71,10474,4299,1711,207,7,62.73,25.75,10.25,1.24,0.04
Bagmati,Kavrepalanchok,Dhulikhel,NP03,NP0324,NP0324303,8570,6900,1561,79,30,2216,2484,3543,249,78,2216,5967,36,24,12,294,4,17,3159,5309,15,49,22,14,0,2,2265,216,70,191,5746,82,5263,1885,15,425,274,669,19,7,13,1930,6507,19,1,100,11,2,8489,64,8,0,9,1427,6261,753,16,113,225,8345,2848,5774,354,6038,7001,2173,4556,539,2747,543,2386,2160,417,46,470,1047,1648,2808,2597,5.48,12.22,19.23,32.77,30.3,4513,2327,1572,155,3,52.66,27.15,18.34,1.81,0.04
Bagmati,Kavrepalanchok,Panchkhal,NP03,NP0324,NP0324304,9133,8664,405,30,34,2734,4636,1431,275,57,2355,6179,34,27,158,334,19,27,4577,4345,21,158,23,7,0,2,2637,201,51,80,6144,20,4031,2869,14,750,606,674,74,84,31,3777,5115,23,3,207,4,4,9010,96,17,1,9,149,5746,2870,17,351,362,8771,3107,5868,469,7685,6251,855,3978,259,2174,295,3577,1996,100,20,836,1270,2667,2710,1650,9.15,13.91,29.2,29.67,18.07,2503,4132,2204,292,2,27.41,45.24,24.13,3.2,0.02
Bagmati,Kavrepalanchok,Temal,NP03,NP0324,NP0324405,4869,4827,33,3,6,4092,607,120,25,25,4072,725,7,5,2,28,0,30,4123,439,22,263,17,1,0,4,3971,142,12,28,673,43,2291,1757,8,153,211,333,44,0,72,3870,887,17,0,91,3,1,4817,50,1,0,1,149,4269,323,6,122,316,4553,1241,2124,24,4154,2057,56,1040,27,252,21,410,158,1,5,1580,1910,1083,256,40,32.45,39.23,22.24,5.26,0.82,173,1103,3518,73,2,3.55,22.65,72.25,1.5,0.04
Bagmati,Kavrepalanchok,Namobuddha,NP03,NP0324,NP0324306,7148,6703,405,25,15,3969,2356,562,163,98,3910,2898,27,16,7,280,1,9,4669,2303,6,144,17,6,0,3,3997,114,39,111,2798,89,3152,2410,16,291,543,605,126,1,4,4481,2528,9,0,114,13,3,7071,54,14,0,9,112,4863,1995,58,120,312,6836,2533,3992,105,5986,4653,331,968,111,1233,84,1023,666,24,5,1497,2038,1927,1240,446,20.94,28.51,26.96,17.35,6.24,1198,2154,3495,301,0,16.76,30.13,48.89,4.21,0
