province,district,municipality,adm1_pcode,adm2_pcode,adm3_pcode,total_households,home_ownership_owned,home_ownership_rented,home_ownership_institutional,home_ownership_other,foundation_mud,foundation_mud_bonded_bricks_stone,foundation_cement_bonded_bricks_stone,foundation_reinforced_cement_concrete_with_pillars,foundation_wooden_pillars,outer_wall_mud_bonded_bricks_stone,outer_wall_cement_bonded_bricks_stone,outer_wall_wood_planks,outer_wall_bamboo,outer_wall_unbaked_bricks,outer_wall_galvanised_sheet,outer_wall_prefabricated_sheet,outer_wall_other,roof_galvanised_sheet,roof_reinforced_cement_concrete,roof_thatch_straw,roof_tile,roof_stone_slate,roof_wood_planks,roof_mud,roof_other,floor_mud,floor_wooden_plank_bamboo,floor_bricks_stone,floor_ceramic_tile,floor_cemented,floor_other,drinking_water_tap_piped_within_premises,drinking_water_tap_piped_outside_premises,drinking_water_tubewell_handpump,drinking_water_covered_well_kuwa,drinking_water_uncovered_well_kuwa,drinking_water_spout_water,drinking_water_river_stream,drinking_water_jar_bottle,drinking_water_other,cooking_fuel_wood_firewood,cooking_fuel_lpg,cooking_fuel_electricity,cooking_fuel_cowdung,cooking_fuel_biogas,cooking_fuel_kerosene,cooking_fuel_other,lighting_electricity,lighting_solar,lighting_kerosene,lighting_biogas,lighting_other,toilet_flush_public_sewerage,toilet_flush_septic_tank,toilet_pit,toilet_public,toilet_no_toilet,hh_amenities_without,hh_amenities_at_least_one,hh_amenities_radio,hh_amenities_television,hh_amenities_landline,hh_amenities_mobile_phone_ordinary,hh_amenities_mobile_phone_smart,hh_amenities_computer_laptop,hh_amenities_internet,hh_amenities_car_jeep_van,hh_amenities_motorcycle_scooter,hh_amenities_bicycle,hh_amenities_electric_fan,hh_amenities_refridgerator,hh_amenities_washing_machine,hh_amenities_air_conditioner,wealth_quintile_poorest_quintile_count,wealth_quintile_poorer_quintile_count,wealth_quintile_middle_quintile_count,wealth_quintile_richer_quintile_count,wealth_quintile_richest_quintile_count,wealth_quintile_poorest_quintile_pc,wealth_quintile_poorer_quintile_pc,wealth_quintile_middle_quintile_pc,wealth_quintile_richer_quintile_pc,wealth_quintile_richest_quintile_pc,house_quality_most_adequate_count,house_quality_adequate_count,house_quality_moderate_count,house_quality_inadequate_count,house_quality_least_adequate_count,house_quality_most_adequate_pc,house_quality_adequate_pc,house_quality_moderate_pc,house_quality_inadequate_pc,house_quality_least_adequate_pc
Gandaki,Gorkha,Gorkha,NP04,NP0436,NP0436302,14988,11770,3013,126,79,2720,6626,5489,126,27,2216,12482,83,20,28,107,1,51,6902,7681,34,33,323,13,0,2,1700,245,80,229,12532,202,3485,4038,0,196,249,6906,31,73,10,5209,9350,21,2,346,44,16,14657,292,18,3,18,404,12455,2028,18,83,357,14631,6664,9648,1179,10776,11874,2230,9068,762,2742,636,6870,5111,331,54,587,1127,3884,5339,4051,3.92,7.52,25.91,35.62,27.03,3605,8939,2162,281,1,24.05,59.64,14.42,1.87,0.01
Gandaki,Gorkha,Shahid Lakhan,NP04,NP0436,NP0436408,6856,6580,236,14,26,3495,2257,1040,55,9,3228,3499,35,14,11,64,0,5,4928,1545,19,5,355,2,0,2,2388,153,37,19,4187,72,2922,2295,0,10,95,1509,15,0,10,4470,2113,21,20,206,22,4,6619,195,21,2,19,415,5627,734,20,60,164,6692,2747,3989,111,5621,4552,428,1551,87,554,65,1394,1040,56,9,932,1650,2445,1289,540,13.59,24.07,35.66,18.8,7.88,1092,3122,2499,140,3,15.93,45.54,36.45,2.04,0.04
Gandaki,Gorkha,Gandaki,NP04,NP0436,NP0436409,5659,5535,96,12,16,3054,2038,494,54,19,2817,2742,35,10,4,30,4,17,4294,1169,19,4,155,3,0,15,1871,106,36,10,3565,71,2069,2483,0,2,114,976,4,0,11,3954,1609,9,0,77,7,3,5542,84,13,1,19,178,4849,587,6,39,253,5406,1352,3011,58,4883,3341,204,867,45,450,40,1351,627,8,3,856,1499,2029,994,281,15.13,26.49,35.85,17.56,4.97,795,2826,1964,60,14,14.05,49.94,34.71,1.06,0.25
Gandaki,Manang,Narpa Bhumi,NP04,NP0438,NP0438402,126,117,6,2,1,124,1,0,1,0,124,1,0,0,0,0,1,0,20,0,0,0,18,3,85,0,10,111,1,0,4,0,21,90,0,0,0,15,0,0,0,120,4,0,0,0,1,1,86,39,1,0,0,0,119,0,0,7,9,117,45,50,1,106,64,8,20,1,4,0,0,0,0,1,76,41,8,1,0,60.32,32.54,6.35,0.79,0,0,6,106,14,0,0,4.76,84.13,11.11,0
Gandaki,Manang,Ngisyang,NP04,NP0438,NP0438401,561,412,74,28,47,519,18,2,21,1,474,38,46,0,0,0,2,1,212,7,0,0,2,31,307,2,15,524,1,1,18,2,342,213,0,0,2,3,1,0,0,342,187,1,0,30,0,1,556,3,2,0,0,0,539,11,0,11,37,524,131,379,6,377,382,52,164,6,125,15,3,141,33,0,146,210,128,67,10,26.02,37.43,22.82,11.94,1.78,5,124,421,11,0,0.89,22.1,75.04,1.96,0
Gandaki,Manang,Chame,NP04,NP0438,NP0438403,389,153,161,73,2,249,47,3,89,1,191,49,147,0,0,2,0,0,342,19,2,1,8,10,7,0,19,333,4,0,31,2,254,134,0,0,0,1,0,0,0,276,113,0,0,0,0,0,294,95,0,0,0,27,346,10,1,5,5,384,33,218,58,207,342,84,158,18,73,3,0,83,0,0,34,152,130,49,24,8.74,39.07,33.42,12.6,6.17,9,136,243,1,0,2.31,34.96,62.47,0.26,0
Gandaki,Manang,Nason,NP04,NP0438,NP0438404,471,364,78,10,19,373,63,13,16,6,230,178,51,2,1,5,0,4,350,42,2,0,0,11,61,5,91,246,2,1,126,5,357,108,0,0,0,5,0,0,1,320,150,0,0,0,0,1,400,71,0,0,0,4,449,6,7,5,23,448,81,267,10,374,390,51,242,12,58,4,10,76,9,0,54,138,186,68,25,11.46,29.3,39.49,14.44,5.31,28,220,214,6,3,5.94,46.71,45.44,1.27,0.64
Gandaki,Mustang,Lo Ghekar Damodarkunda,NP04,NP0445,NP0445402,436,398,12,20,6,435,1,0,0,0,432,3,0,0,0,0,1,0,10,1,0,0,1,2,422,0,421,7,1,0,6,1,184,210,0,18,3,11,8,0,2,124,107,0,0,205,0,0,171,265,0,0,0,0,174,131,4,127,16,420,18,161,1,334,358,8,305,14,91,3,1,11,0,0,129,193,110,4,0,29.59,44.27,25.23,0.92,0,0,12,282,142,0,0,2.75,64.68,32.57,0
Gandaki,Mustang,Gharpajhong,NP04,NP0445,NP0445404,1127,504,471,133,19,927,149,50,1,0,888,238,0,0,0,0,1,0,169,152,4,1,0,7,794,0,305,539,6,1,269,7,924,187,0,0,4,8,3,0,1,140,983,2,0,1,0,1,1097,22,1,1,6,13,1063,31,15,5,8,1119,198,777,253,744,942,195,669,70,262,34,4,288,98,1,99,305,372,208,143,8.78,27.06,33.01,18.46,12.69,146,228,744,9,0,12.95,20.23,66.02,0.8,0
Gandaki,Mustang,Varagung Muktichhetra,NP04,NP0445,NP0445403,723,453,193,25,52,624,80,16,2,1,621,95,1,1,1,0,3,1,30,80,0,1,0,17,594,1,546,72,5,3,90,7,363,302,0,0,0,51,7,0,0,233,489,0,0,0,1,0,700,23,0,0,0,5,630,44,5,39,28,695,393,455,35,542,541,41,305,26,125,5,0,148,20,1,192,227,195,57,52,26.56,31.4,26.97,7.88,7.19,68,52,522,81,0,9.41,7.19,72.2,11.2,0
Gandaki,Mustang,Lomanthang,NP04,NP0445,NP0445401,488,446,31,2,9,478,6,0,0,4,475,6,0,0,1,1,2,3,6,2,0,0,1,9,466,4,476,4,0,3,1,4,49,250,0,3,1,86,98,1,0,248,6,1,113,119,0,1,0,487,1,0,0,2,74,394,1,17,29,459,25,146,9,325,306,14,17,16,80,1,0,1,0,0,376,91,17,3,1,77.05,18.65,3.48,0.61,0.2,1,3,144,328,12,0.2,0.61,29.51,67.21,2.46
Gandaki,Mustang,Thasang,NP04,NP0445,NP0445405,832,547,241,37,7,661,107,43,18,3,542,260,18,6,0,3,1,2,401,72,3,0,57,15,277,7,172,493,3,5,152,7,515,268,0,2,1,42,0,0,4,464,366,1,0,0,1,0,814,10,4,0,4,20,716,56,15,25,42,790,246,441,15,587,635,80,434,26,163,13,3,168,28,2,154,232,282,104,60,18.51,27.88,33.89,12.5,7.21,71,269,455,36,1,8.53,32.33,54.69,4.33,0.12
Gandaki,Myagdi,Annapurna,NP04,NP0444,NP0444403,3600,3173,267,51,109,3045,403,129,14,9,2992,541,35,3,13,14,0,2,1367,218,17,3,1988,4,0,3,2645,182,12,36,716,9,887,2476,0,1,20,206,6,0,4,2730,849,2,0,19,0,0,3443,75,63,3,16,100,3104,329,6,61,261,3339,962,1739,59,2662,2601,179,2075,50,128,7,36,264,4,1,764,1098,1264,349,125,21.22,30.5,35.11,9.69,3.47,319,554,2560,164,3,8.86,15.39,71.11,4.56,0.08
Gandaki,Myagdi,Raghuganga,NP04,NP0444,NP0444402,4153,3890,117,25,121,3852,212,71,12,6,3720,375,19,5,18,15,0,1,990,113,10,3,3034,3,0,0,3403,111,9,6,604,20,935,2179,0,5,23,965,43,0,3,3622,491,1,0,31,7,1,4031,83,20,1,18,77,3596,404,4,72,310,3843,1423,1810,54,3093,2905,218,1712,89,147,73,104,187,3,0,1180,1594,1105,217,57,28.41,38.38,26.61,5.23,1.37,120,412,2875,744,2,2.89,9.92,69.23,17.91,0.05
Gandaki,Myagdi,Dhawalagiri,NP04,NP0444,NP0444401,3176,3004,112,14,46,3055,74,17,26,4,2996,125,31,8,7,8,1,0,402,39,34,5,2691,2,0,3,2856,69,6,4,221,20,1121,1811,0,1,15,200,18,5,5,2929,243,1,0,1,1,1,2586,441,3,3,143,76,2049,965,12,74,416,2760,759,631,22,2325,2051,69,440,18,51,6,10,18,0,0,1426,1422,273,50,5,44.9,44.77,8.6,1.57,0.16,18,175,2697,279,7,0.57,5.51,84.92,8.78,0.22
Gandaki,Myagdi,Malika,NP04,NP0444,NP0444404,4590,4014,439,54,83,4130,254,189,16,1,4011,523,44,0,9,3,0,0,795,207,76,4,3504,4,0,0,3813,82,14,12,654,15,1240,2944,0,13,23,331,21,10,8,3764,754,3,0,55,12,2,4316,182,34,2,56,70,2808,1527,25,160,321,4269,959,1182,96,3167,3235,198,2391,44,146,69,161,173,1,1,1305,2147,708,311,119,28.43,46.78,15.42,6.78,2.59,302,375,3491,421,1,6.58,8.17,76.06,9.17,0.02
Gandaki,Myagdi,Mangala,NP04,NP0444,NP0444405,3911,3577,201,27,106,3499,237,162,13,0,3467,407,13,6,15,2,0,1,729,201,60,0,2919,1,0,1,3037,85,17,12,745,15,1252,2413,0,1,7,218,12,3,5,3210,636,20,0,44,0,1,3854,38,7,2,10,79,3467,334,16,15,329,3582,1100,1764,31,2777,2892,264,1526,40,267,37,194,283,10,3,851,1594,1073,287,106,21.76,40.76,27.44,7.34,2.71,212,430,3067,197,5,5.42,10.99,78.42,5.04,0.13
Gandaki,Myagdi,Beni,NP04,NP0444,NP0444301,9336,6579,2497,127,133,5484,1573,2246,20,13,5321,3917,31,3,14,15,0,35,3180,2933,127,65,3025,4,0,2,4617,216,80,171,4186,66,4940,3908,0,2,40,426,11,0,9,4880,4412,15,0,15,8,6,9118,173,24,1,20,375,7031,1822,33,75,330,9006,2116,4614,495,6099,7743,1490,4896,315,1561,475,2696,2066,271,19,1332,2444,1850,2110,1600,14.27,26.18,19.82,22.6,17.14,3006,1560,4545,221,4,32.2,16.71,48.68,2.37,0.04
Gandaki,Kaski,Madi,NP04,NP0439,NP0439403,4094,3826,95,18,155,3527,467,81,18,1,3242,796,12,12,1,30,0,1,3429,152,26,0,483,4,0,0,2922,24,48,1,1078,21,2188,1408,1,5,78,387,17,2,8,3582,494,6,0,12,0,0,4021,40,15,1,17,145,3399,499,12,39,174,3920,1351,2324,105,3431,2750,169,327,40,372,48,175,250,9,1,910,1891,956,253,84,22.23,46.19,23.35,6.18,2.05,149,1004,2809,128,4,3.64,24.52,68.61,3.13,0.1
Gandaki,Kaski,Machhapuchchhre,NP04,NP0439,NP0439402,6151,5518,407,17,209,3886,1473,729,41,22,3404,2627,17,20,6,27,2,48,3827,1070,17,8,1205,5,0,19,2846,85,42,89,3033,56,4816,1094,4,4,120,39,29,29,16,3381,2727,2,0,40,0,1,6027,88,27,1,8,356,5227,523,3,42,292,5859,2080,4000,108,4451,4403,586,1625,146,1057,220,553,966,44,5,791,1623,1797,1289,651,12.86,26.39,29.21,20.96,10.58,1455,2113,2519,57,7,23.65,34.35,40.95,0.93,0.11
Gandaki,Kaski,Annapurna,NP04,NP0439,NP0439401,6049,5240,588,32,189,4032,1051,883,67,16,3779,2001,66,12,8,176,0,7,3433,1141,33,3,1431,5,0,3,3312,141,95,39,2418,44,4609,1091,8,2,39,244,20,0,36,4170,1855,6,0,14,1,3,5942,73,23,1,10,236,5254,473,14,72,167,5882,1931,3895,140,4822,4418,696,1693,147,794,123,303,1045,111,9,884,1995,1548,995,627,14.61,32.98,25.59,16.45,10.37,994,1700,3206,145,4,16.43,28.1,53,2.4,0.07
Gandaki,Kaski,Pokhara,NP04,NP0439,NP0439101,140459,81797,55135,1804,1723,13644,64221,62063,234,297,11882,127255,242,58,170,284,25,543,50346,88155,376,323,1130,92,0,37,8693,1605,1689,18704,108714,1054,91518,20672,228,596,818,7133,318,18555,621,11893,127571,372,4,543,32,44,139796,517,73,6,67,1785,127280,10777,332,285,1774,138685,51444,104443,18346,84100,127460,46642,101457,11356,68569,24341,97275,79382,17792,1335,1896,3854,13953,42479,78277,1.35,2.74,9.93,30.24,55.73,106274,26721,7084,370,10,75.66,19.02,5.04,0.26,0.01
Gandaki,Kaski,Rupa,NP04,NP0439,NP0439404,3663,3504,109,8,42,2481,913,256,10,3,2304,1343,2,6,0,7,0,1,3156,408,68,6,22,1,0,2,1894,32,24,14,1684,15,2232,1046,6,127,58,158,28,1,7,2756,893,3,0,10,1,0,3620,28,12,2,1,113,2688,838,8,16,145,3518,1494,2261,27,3006,2653,260,645,37,697,83,989,723,8,7,613,1066,1177,518,289,16.73,29.1,32.13,14.14,7.89,450,1385,1770,58,0,12.29,37.81,48.32,1.58,0
Gandaki,Lamjung,Dordi,NP04,NP0437,NP0437403,4524,4321,168,11,24,3282,1039,141,56,6,3072,1329,27,23,5,67,1,0,3967,455,16,3,78,5,0,0,2736,67,22,4,1682,13,2265,1644,0,6,38,542,5,1,23,3443,1039,7,0,32,2,1,4489,26,7,0,2,188,4117,196,3,20,383,4141,3119,1758,35,3739,2551,103,837,32,154,29,302,335,7,1,1282,1467,1077,538,160,28.34,32.43,23.81,11.89,3.54,565,1270,2649,40,0,12.49,28.07,58.55,0.88,0
Gandaki,Lamjung,Marshyangdi,NP04,NP0437,NP0437402,4550,4265,229,13,43,3387,861,239,55,8,3041,1220,96,11,2,175,2,3,4133,265,11,3,132,5,0,1,2880,70,13,5,1559,23,3371,907,0,0,25,233,9,1,4,3395,1053,1,0,97,2,2,4440,86,18,1,5,227,4166,107,19,31,214,4336,1275,2579,25,3678,3290,457,911,53,273,146,464,567,5,6,740,1794,1164,577,275,16.26,39.43,25.58,12.68,6.04,566,1226,2690,67,1,12.44,26.95,59.12,1.47,0.02
Gandaki,Lamjung,Kwhola Sothar,NP04,NP0437,NP0437401,2276,2130,61,11,74,2182,78,11,5,0,2079,170,3,4,2,18,0,0,1950,27,10,1,286,0,0,2,2074,28,6,2,161,5,1548,716,0,0,1,3,6,0,2,2062,206,0,0,7,0,1,2252,14,3,1,6,125,845,1257,31,18,123,2153,1740,944,12,1979,1491,63,100,13,78,5,11,75,0,2,932,1098,183,51,12,40.95,48.24,8.04,2.24,0.53,21,182,2045,28,0,0.92,8,89.85,1.23,0
Gandaki,Lamjung,Madhya Nepal,NP04,NP0437,NP0437301,6427,5687,620,20,100,3678,1230,1410,91,18,3417,2830,50,36,7,70,1,16,4343,1865,77,6,128,3,0,5,2807,110,55,65,3346,44,4203,1890,0,17,122,183,6,1,5,3519,2824,15,0,67,0,2,6345,50,20,3,9,336,3864,2163,22,42,244,6183,2965,3895,143,5044,4832,862,2683,166,1084,446,2890,1949,42,12,1036,1610,1304,1331,1146,16.12,25.05,20.29,20.71,17.83,1719,1921,2668,112,7,26.75,29.89,41.51,1.74,0.11
Gandaki,Lamjung,Bensishahar,NP04,NP0437,NP0437302,11038,7982,2882,59,115,4855,3102,2986,76,19,4238,6600,36,36,4,110,4,10,6015,4739,16,50,213,2,0,3,3605,180,83,661,6463,46,7215,2637,0,12,145,753,182,80,14,3791,7037,57,1,146,2,4,10950,47,17,1,23,306,8613,2050,13,56,272,10766,6549,6992,687,8181,8754,1759,5318,326,1900,486,4676,4061,355,49,1070,1993,2178,2908,2889,9.69,18.06,19.73,26.35,26.17,4689,3016,3077,253,3,42.48,27.32,27.88,2.29,0.03
Gandaki,Lamjung,Sundarbazar,NP04,NP0437,NP0437303,7829,6386,1311,89,43,2704,3193,1812,105,15,2536,5182,28,30,8,38,1,6,4502,3205,74,9,31,6,0,2,2179,127,71,129,5290,33,5805,1237,0,10,49,640,69,3,16,2589,5052,32,0,147,2,7,7785,20,11,0,13,203,6699,861,19,47,209,7620,2871,4716,233,5558,6200,1132,4549,164,1411,349,3719,2889,208,26,640,1161,1522,2357,2149,8.17,14.83,19.44,30.11,27.45,3671,2243,1813,99,3,46.89,28.65,23.16,1.26,0.04
Gandaki,Lamjung,Rainas,NP04,NP0437,NP0437304,4961,4686,195,11,69,2688,1533,625,109,6,2293,2494,28,63,6,70,0,7,3935,870,15,5,133,2,0,1,2036,34,24,27,2807,33,2985,1621,0,43,50,210,48,0,4,1976,2715,14,0,253,2,1,4893,36,17,2,13,80,3200,1596,18,67,162,4799,2121,2797,79,3975,3452,350,2319,47,443,83,1691,887,17,2,588,1131,1415,1268,559,11.85,22.8,28.52,25.56,11.27,1253,2075,1472,159,2,25.26,41.83,29.67,3.2,0.04
Gandaki,Lamjung,Dudhapokhari,NP04,NP0437,NP0437404,2469,2420,33,1,15,1533,864,42,28,2,1336,997,41,10,12,39,0,34,2220,141,6,2,97,2,0,1,1183,39,16,8,1206,17,1797,561,0,0,16,85,7,0,3,2188,273,0,0,7,1,0,2413,40,6,0,10,67,1928,448,5,21,108,2361,1219,1162,14,2235,1563,50,755,13,57,3,30,69,2,1,399,774,988,280,28,16.16,31.35,40.02,11.34,1.13,115,1121,1201,27,5,4.66,45.4,48.64,1.09,0.2
Gandaki,Tanahu,Bhanu,NP04,NP0440,NP0440303,12705,11669,850,51,135,6880,3908,1727,160,30,5979,6454,79,88,6,80,0,19,8715,3024,106,22,826,9,0,3,4864,121,59,119,7458,84,4503,4917,0,726,993,1474,70,1,21,6289,6006,26,6,368,9,1,12557,86,39,3,20,235,8312,3971,43,144,460,12245,3438,8073,201,9529,8944,1049,3778,264,1864,419,6324,3976,98,11,1848,2856,3341,2730,1930,14.55,22.48,26.3,21.49,15.19,2801,4770,4626,499,9,22.05,37.54,36.41,3.93,0.07
Gandaki,Tanahu,Byas,NP04,NP0440,NP0440302,22585,17001,5277,126,181,6839,6557,9022,149,18,6231,16027,97,91,9,37,1,92,10226,11393,268,49,637,9,0,3,4710,198,333,1024,16170,150,14620,5702,0,317,585,1113,129,85,34,7045,15323,59,1,144,7,6,22385,108,59,4,29,527,17279,4539,74,166,483,22102,8588,14327,905,13864,18878,4364,12908,774,6197,2108,16210,10163,914,156,1844,2612,3842,6546,7741,8.16,11.57,17.01,28.98,34.27,11658,5903,4585,434,5,51.62,26.14,20.3,1.92,0.02
Gandaki,Tanahu,Myagde,NP04,NP0440,NP0440401,6515,5800,578,50,87,2722,2524,1243,19,7,2535,3910,21,12,3,5,24,5,3975,2143,89,3,299,1,0,5,2201,80,32,59,4127,16,2667,2621,0,428,277,487,14,14,7,3519,2814,20,9,151,0,2,6454,31,20,3,7,218,4450,1764,20,63,168,6347,1008,4153,175,4774,5029,706,2379,151,1202,282,3897,2039,74,8,936,1076,1595,1580,1328,14.37,16.52,24.48,24.25,20.38,1808,2429,2064,208,6,27.75,37.28,31.68,3.19,0.09
Gandaki,Tanahu,Shuklagandaki,NP04,NP0440,NP0440301,15272,12015,2946,81,230,3767,6158,5301,23,23,3413,11760,19,10,17,13,1,39,6825,8095,120,23,198,5,0,6,2982,201,89,1018,10923,59,9821,3437,0,90,379,967,30,501,47,4892,10122,17,0,227,5,9,15045,187,23,0,17,321,12801,2039,33,78,295,14977,6710,10292,729,10244,13009,3161,9933,656,4710,1514,9844,7008,774,65,1026,1377,2491,4434,5944,6.72,9.02,16.31,29.03,38.92,8311,3999,2765,195,2,54.42,26.19,18.11,1.28,0.01
Gandaki,Tanahu,Bhimad,NP04,NP0440,NP0440304,7970,6986,897,22,65,4541,2200,1180,46,3,4304,3589,13,28,0,6,0,30,4602,2426,220,16,695,10,0,1,4067,73,38,213,3544,35,5206,1929,0,62,297,400,5,36,35,4593,3258,16,5,94,0,4,7864,61,31,3,11,201,5577,2128,24,40,202,7768,3895,4122,189,5478,6470,841,4608,176,1807,387,3426,2117,95,10,1162,2026,1737,1550,1495,14.58,25.42,21.79,19.45,18.76,2222,1789,3715,240,4,27.88,22.45,46.61,3.01,0.05
Gandaki,Tanahu,Ghiring,NP04,NP0440,NP0440402,3783,3667,91,8,17,3176,363,169,71,4,3090,594,13,73,5,6,0,2,2967,311,127,11,364,1,0,2,3018,42,8,9,689,17,1017,2043,0,69,174,469,7,0,4,2998,717,21,1,37,1,8,3604,138,30,2,9,101,2437,1163,12,70,164,3619,1155,1072,26,2970,2638,147,241,18,413,93,636,212,1,1,1375,1504,610,219,75,36.35,39.76,16.12,5.79,1.98,185,686,2676,229,7,4.89,18.13,70.74,6.05,0.19
Gandaki,Tanahu,Rhishing,NP04,NP0440,NP0440403,4669,4414,197,11,47,3972,407,237,50,3,3858,740,34,27,3,4,0,3,2606,350,129,9,1571,0,0,4,3684,68,12,9,885,11,1192,2761,0,298,324,74,20,0,0,3835,813,9,0,10,1,1,4420,193,20,4,32,271,1212,3147,11,28,230,4439,1407,1403,27,3826,2982,174,717,31,529,61,702,295,2,1,2255,1435,475,373,131,48.3,30.73,10.17,7.99,2.81,309,524,3401,423,12,6.62,11.22,72.84,9.06,0.26
Gandaki,Tanahu,Devghat,NP04,NP0440,NP0440406,3670,3302,182,152,34,1565,1306,430,355,14,1325,1721,543,13,36,25,0,7,2568,561,231,4,298,4,0,4,1683,43,21,31,1870,22,1390,1946,0,15,36,246,16,2,19,2031,1624,4,0,9,1,1,2583,1013,28,3,43,26,2061,1498,11,74,196,3474,909,1230,69,2927,2468,219,1079,61,665,440,1701,814,51,8,1197,488,759,673,553,32.62,13.3,20.68,18.34,15.07,1013,887,1383,380,7,27.6,24.17,37.68,10.35,0.19
Gandaki,Tanahu,Bandipur,NP04,NP0440,NP0440404,5208,4275,807,45,81,2815,1245,1075,65,8,2659,2423,70,19,5,18,0,14,2941,1411,63,8,779,6,0,0,1991,41,23,83,3042,28,2414,2240,0,51,145,276,75,1,6,2446,2706,6,0,48,1,1,5125,44,19,2,18,77,4079,927,20,105,166,5042,950,2963,309,3616,3757,624,1945,203,1021,156,2352,1656,153,25,773,1155,1123,1099,1058,14.84,22.18,21.56,21.1,20.31,1538,1613,1894,160,3,29.53,30.97,36.37,3.07,0.06
Gandaki,Tanahu,Aanbu Khaireni,NP04,NP0440,NP0440405,6136,4330,1684,99,23,1907,1751,2401,53,24,1752,4241,65,19,4,23,4,28,2713,2989,155,5,272,1,0,1,1513,68,32,180,4308,35,3025,2899,0,4,11,121,41,29,6,1830,4264,30,0,10,0,2,6024,80,19,0,13,64,5269,672,12,119,155,5981,1292,3556,472,3979,4894,973,3903,248,1326,448,4060,2454,239,48,628,700,895,1865,2048,10.23,11.41,14.59,30.39,33.38,3482,1194,1310,144,6,56.75,19.46,21.35,2.35,0.1
Gandaki,Nawalparasi East,Gaidakot,NP04,NP0447,NP0447304,20191,15189,4561,250,191,1525,10455,7541,631,39,1117,18191,614,65,54,73,4,73,9595,10374,59,77,59,22,0,5,1487,164,190,1262,16981,107,15592,3593,430,264,150,57,9,15,81,2872,17083,46,1,184,1,4,19840,308,12,1,30,173,14821,5042,36,119,255,19936,9082,13584,1316,13690,17398,5264,14514,971,8111,11286,17560,12086,2710,474,594,650,2447,6523,9977,2.94,3.22,12.12,32.31,49.41,13201,5436,1461,86,7,65.38,26.92,7.24,0.43,0.03
Gandaki,Nawalparasi East,Bulingtar,NP04,NP0447,NP0447402,3402,3304,69,10,19,2785,438,112,66,1,2747,588,10,51,0,6,0,0,2904,209,122,21,144,2,0,0,2646,52,16,10,672,6,1170,1821,2,23,67,288,24,0,7,3066,296,4,0,36,0,0,2996,391,5,0,10,226,1456,1668,13,39,199,3203,1196,362,15,2759,2377,54,601,16,376,52,228,25,0,0,1441,1215,559,170,17,42.36,35.71,16.43,5,0.5,110,585,2417,288,2,3.23,17.2,71.05,8.47,0.06
Gandaki,Nawalparasi East,Baudikali,NP04,NP0447,NP0447401,2913,2753,67,3,90,2432,288,141,47,5,2367,494,15,32,2,3,0,0,2306,266,280,4,57,0,0,0,2332,33,47,10,477,14,1328,1306,3,5,13,252,3,0,3,2319,531,4,2,55,2,0,1896,974,19,0,24,206,2190,452,11,54,164,2749,930,548,13,2113,1913,83,722,18,462,128,620,151,7,1,1028,1071,500,245,69,35.29,36.77,17.16,8.41,2.37,209,524,1975,198,7,7.17,17.99,67.8,6.8,0.24
Gandaki,Nawalparasi East,Hupsekot,NP04,NP0447,NP0447403,6179,5802,300,20,57,2236,2485,900,510,48,2317,3486,246,21,15,13,0,81,4737,1332,87,5,4,3,0,11,2475,54,26,52,3536,36,4042,1888,2,6,146,60,29,0,6,3876,2200,17,3,83,0,0,5059,1060,25,1,34,73,4957,958,22,169,258,5921,2793,2495,53,4009,4916,454,2905,69,1565,2821,3867,1347,42,8,948,1207,1483,1583,958,15.34,19.53,24,25.62,15.5,1617,2148,2241,165,8,26.17,34.76,36.27,2.67,0.13
Gandaki,Nawalparasi East,Devchuli,NP04,NP0447,NP0447303,14493,12015,2291,75,112,2478,9103,2610,262,40,1777,12417,92,99,24,19,4,61,9002,5307,104,23,20,23,0,14,1562,102,249,496,12019,65,11797,1624,256,337,188,258,20,0,13,2694,11630,17,8,140,2,2,14155,296,25,0,17,661,10806,2923,21,82,197,14296,6508,9472,447,9336,12990,2705,10225,573,5107,7369,12748,7864,1093,189,464,676,2197,5106,6050,3.2,4.66,15.16,35.23,41.74,8193,4950,1196,148,6,56.53,34.15,8.25,1.02,0.04
Gandaki,Nawalparasi East,Kawasoti,NP04,NP0447,NP0447302,22166,18353,3363,279,171,2132,12581,6326,1039,88,1385,19386,339,658,150,43,78,127,12934,8884,192,78,61,9,0,8,2251,166,208,1057,18436,48,13702,2719,4622,440,486,167,6,4,20,5675,15960,66,5,448,2,10,22029,67,45,1,24,633,18658,2592,55,228,216,21950,10948,14423,653,14342,19841,4839,17354,897,9334,15634,20317,12140,1399,315,429,890,3433,7267,10147,1.94,4.02,15.49,32.78,45.78,11475,8607,1815,252,17,51.77,38.83,8.19,1.14,0.08
Gandaki,Nawalparasi East,Madhya Bindu,NP04,NP0447,NP0447301,15430,14143,1049,129,109,2827,7699,3061,1778,65,3040,10819,525,758,195,20,0,73,10423,4409,191,355,38,8,0,6,4203,159,178,191,10640,59,7218,3282,1634,1586,826,701,121,1,61,7992,7002,74,17,333,3,9,15035,314,42,2,37,252,9809,5099,35,235,238,15192,6280,9609,237,10475,12763,1839,7420,295,4274,9516,12980,5931,253,57,1349,1874,3994,4777,3436,8.74,12.15,25.88,30.96,22.27,3891,7034,3834,649,22,25.22,45.59,24.85,4.21,0.14
