province,district,municipality,adm1_pcode,adm2_pcode,adm3_pcode,ward,affected,theme,disaggregation,variable,value
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,female,age_group_25_29,143
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,total,age_group_30_34,253
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,male,age_group_30_34,116
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,female,age_group_30_34,137
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,total,age_group_35_39,226
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,male,age_group_35_39,108
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,female,age_group_35_39,118
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,total,age_group_40_44,209
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,male,age_group_40_44,93
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,female,age_group_40_44,116
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,total,age_group_45_49,201
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,male,age_group_45_49,95
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,female,age_group_45_49,106
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,total,age_group_50_54,182
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,male,age_group_50_54,98
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,female,age_group_50_54,84
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,total,age_group_55_59,135
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,male,age_group_55_59,64
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,female,age_group_55_59,71
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,total,age_group_60_64,121
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,male,age_group_60_64,64
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,female,age_group_60_64,57
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,total,age_group_65_69,99
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,male,age_group_65_69,46
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,female,age_group_65_69,53
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,total,age_group_70_74,78
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,male,age_group_70_74,38
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,female,age_group_70_74,40
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,total,age_group_75_79,51
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,male,age_group_75_79,26
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,female,age_group_75_79,25
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,total,age_group_80_84,33
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,male,age_group_80_84,19
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,female,age_group_80_84,14
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,total,age_group_85_89,9
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,male,age_group_85_89,4
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,female,age_group_85_89,5
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,total,age_group_90_94,5
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,male,age_group_90_94,0
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,female,age_group_90_94,5
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,total,age_group_95plus,0
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,male,age_group_95plus,0
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,5,affected,population projections 2026,female,age_group_95plus,0
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,population_total,2475
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,population_overall_male,1250
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,population_overall_female,1225
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_0_4,205
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_0_4,105
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_0_4,100
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_5_9,291
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_5_9,151
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_5_9,140
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_10_14,270
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_10_14,142
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_10_14,128
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_15_19,261
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_15_19,139
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_15_19,122
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_20_24,232
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_20_24,117
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_20_24,115
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_25_29,216
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_25_29,104
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_25_29,112
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_30_34,183
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_30_34,94
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_30_34,89
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_35_39,133
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_35_39,64
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_35_39,69
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_40_44,149
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_40_44,68
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_40_44,81
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_45_49,128
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_45_49,60
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_45_49,68
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_50_54,92
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_50_54,45
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_50_54,47
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_55_59,71
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_55_59,38
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_55_59,33
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_60_64,68
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_60_64,31
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_60_64,37
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_65_69,75
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_65_69,39
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_65_69,36
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_70_74,46
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_70_74,24
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_70_74,22
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_75_79,35
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_75_79,16
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_75_79,19
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_80_84,18
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_80_84,11
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_80_84,7
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_85_89,2
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_85_89,2
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_85_89,0
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_90_94,0
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_90_94,0
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_90_94,0
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,total,age_group_95plus,0
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,male,age_group_95plus,0
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,6,NA,population projections 2026,female,age_group_95plus,0
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,population_total,2886
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,population_overall_male,1424
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,population_overall_female,1462
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_0_4,261
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_0_4,134
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_0_4,127
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_5_9,236
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_5_9,124
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_5_9,112
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_10_14,248
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_10_14,132
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_10_14,116
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_15_19,240
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_15_19,123
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_15_19,117
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_20_24,268
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_20_24,131
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_20_24,137
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_25_29,236
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_25_29,97
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_25_29,139
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_30_34,239
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_30_34,118
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_30_34,121
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_35_39,206
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_35_39,95
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_35_39,111
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_40_44,195
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_40_44,81
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_40_44,114
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_45_49,170
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_45_49,87
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_45_49,83
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_50_54,164
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_50_54,80
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_50_54,84
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_55_59,133
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_55_59,68
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_55_59,65
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_60_64,97
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_60_64,55
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_60_64,42
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_65_69,74
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_65_69,37
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_65_69,37
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_70_74,49
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_70_74,26
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_70_74,23
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_75_79,40
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_75_79,21
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_75_79,19
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_80_84,21
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_80_84,12
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_80_84,9
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_85_89,8
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_85_89,3
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_85_89,5
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_90_94,1
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_90_94,0
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_90_94,1
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,total,age_group_95plus,0
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,male,age_group_95plus,0
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,7,affected,population projections 2026,female,age_group_95plus,0
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,population_total,2322
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,population_overall_male,1160
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,population_overall_female,1162
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_0_4,195
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_0_4,101
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_0_4,94
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_5_9,202
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_5_9,107
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_5_9,95
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_10_14,226
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_10_14,111
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_10_14,115
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_15_19,274
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_15_19,137
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_15_19,137
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_20_24,243
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_20_24,120
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_20_24,123
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_25_29,185
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_25_29,87
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_25_29,98
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_30_34,134
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_30_34,64
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_30_34,70
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_35_39,137
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_35_39,65
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_35_39,72
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_40_44,168
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_40_44,73
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_40_44,95
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_45_49,112
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_45_49,61
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_45_49,51
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_50_54,93
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_50_54,47
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_50_54,46
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_55_59,91
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_55_59,50
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_55_59,41
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_60_64,75
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_60_64,40
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_60_64,35
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_65_69,52
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_65_69,29
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_65_69,23
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_70_74,54
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_70_74,28
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_70_74,26
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_75_79,50
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_75_79,26
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_75_79,24
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_80_84,22
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_80_84,11
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_80_84,11
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_85_89,6
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_85_89,1
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_85_89,5
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_90_94,3
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_90_94,2
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_90_94,1
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,total,age_group_95plus,0
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,male,age_group_95plus,0
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,8,NA,population projections 2026,female,age_group_95plus,0
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,9,affected,population projections 2026,total,population_total,3438
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,9,affected,population projections 2026,male,population_overall_male,1674
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,9,affected,population projections 2026,female,population_overall_female,1764
Bagmati,Dhading,Benighat Rorang,NP03,NP0330,NP0330408,9,affected,population projections 2026,total,age_group_0_4,299
