province,district,municipality,adm1_pcode,adm2_pcode,adm3_pcode,ward,affected,theme,disaggregation,variable,value
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_0_4,190
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_0_4,100
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_0_4,90
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_5_9,159
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_5_9,82
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_5_9,77
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_10_14,173
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_10_14,89
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_10_14,84
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_15_19,174
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_15_19,78
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_15_19,96
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_20_24,147
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_20_24,52
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_20_24,95
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_25_29,117
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_25_29,39
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_25_29,78
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_30_34,118
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_30_34,45
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_30_34,73
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_35_39,128
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_35_39,48
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_35_39,80
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_40_44,118
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_40_44,46
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_40_44,72
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_45_49,121
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_45_49,55
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_45_49,66
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_50_54,121
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_50_54,54
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_50_54,67
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_55_59,125
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_55_59,55
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_55_59,70
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_60_64,129
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_60_64,62
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_60_64,67
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_65_69,130
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_65_69,67
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_65_69,63
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_70_74,90
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_70_74,45
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_70_74,45
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_75_79,61
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_75_79,31
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_75_79,30
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_80_84,33
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_80_84,12
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_80_84,21
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_85_89,11
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_85_89,5
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_85_89,6
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_90_94,11
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_90_94,3
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_90_94,8
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,total,age_group_95plus,1
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,male,age_group_95plus,0
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,4,affected,population projections 2026,female,age_group_95plus,1
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,population_total,2428
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,population_overall_male,1105
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,population_overall_female,1323
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_0_4,219
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_0_4,114
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_0_4,105
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_5_9,230
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_5_9,117
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_5_9,113
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_10_14,223
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_10_14,107
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_10_14,116
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_15_19,207
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_15_19,94
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_15_19,113
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_20_24,191
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_20_24,78
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_20_24,113
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_25_29,144
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_25_29,58
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_25_29,86
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_30_34,150
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_30_34,58
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_30_34,92
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_35_39,130
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_35_39,58
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_35_39,72
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_40_44,153
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_40_44,69
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_40_44,84
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_45_49,142
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_45_49,62
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_45_49,80
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_50_54,129
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_50_54,58
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_50_54,71
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_55_59,126
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_55_59,64
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_55_59,62
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_60_64,100
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_60_64,44
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_60_64,56
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_65_69,102
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_65_69,47
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_65_69,55
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_70_74,71
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_70_74,29
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_70_74,42
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_75_79,58
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_75_79,25
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_75_79,33
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_80_84,36
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_80_84,16
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_80_84,20
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_85_89,11
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_85_89,5
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_85_89,6
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_90_94,6
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_90_94,2
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_90_94,4
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,total,age_group_95plus,0
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,male,age_group_95plus,0
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,5,NA,population projections 2026,female,age_group_95plus,0
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,population_total,1516
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,population_overall_male,691
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,population_overall_female,825
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_0_4,135
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_0_4,70
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_0_4,65
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_5_9,117
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_5_9,62
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_5_9,55
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_10_14,121
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_10_14,60
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_10_14,61
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_15_19,120
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_15_19,56
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_15_19,64
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_20_24,115
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_20_24,44
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_20_24,71
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_25_29,90
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_25_29,34
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_25_29,56
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_30_34,79
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_30_34,32
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_30_34,47
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_35_39,87
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_35_39,44
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_35_39,43
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_40_44,90
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_40_44,38
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_40_44,52
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_45_49,81
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_45_49,37
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_45_49,44
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_50_54,70
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_50_54,32
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_50_54,38
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_55_59,93
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_55_59,37
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_55_59,56
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_60_64,72
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_60_64,31
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_60_64,41
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_65_69,87
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_65_69,39
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_65_69,48
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_70_74,70
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_70_74,33
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_70_74,37
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_75_79,50
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_75_79,24
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_75_79,26
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_80_84,23
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_80_84,11
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_80_84,12
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_85_89,10
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_85_89,5
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_85_89,5
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_90_94,6
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_90_94,2
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_90_94,4
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,total,age_group_95plus,0
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,male,age_group_95plus,0
Bagmati,Nuwakot,Tarakeshwor,NP03,NP0328,NP0328403,6,NA,population projections 2026,female,age_group_95plus,0
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,total,population_total,2966
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,male,population_overall_male,1414
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,female,population_overall_female,1552
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,total,age_group_0_4,259
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,male,age_group_0_4,135
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,female,age_group_0_4,124
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,total,age_group_5_9,326
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,male,age_group_5_9,158
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,female,age_group_5_9,168
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,total,age_group_10_14,282
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,male,age_group_10_14,145
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,female,age_group_10_14,137
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,total,age_group_15_19,262
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,male,age_group_15_19,131
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,female,age_group_15_19,131
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,total,age_group_20_24,219
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,male,age_group_20_24,95
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,female,age_group_20_24,124
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,total,age_group_25_29,182
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,male,age_group_25_29,71
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,female,age_group_25_29,111
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,total,age_group_30_34,176
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,male,age_group_30_34,71
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,female,age_group_30_34,105
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,total,age_group_35_39,151
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,male,age_group_35_39,72
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,female,age_group_35_39,79
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,total,age_group_40_44,167
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,male,age_group_40_44,79
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,female,age_group_40_44,88
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,total,age_group_45_49,136
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,male,age_group_45_49,61
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,female,age_group_45_49,75
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,total,age_group_50_54,135
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,male,age_group_50_54,61
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,female,age_group_50_54,74
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,total,age_group_55_59,151
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,male,age_group_55_59,77
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,female,age_group_55_59,74
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,total,age_group_60_64,158
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,male,age_group_60_64,74
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,female,age_group_60_64,84
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,total,age_group_65_69,121
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,male,age_group_65_69,64
Bagmati,Nuwakot,Kispang,NP03,NP0328,NP0328402,1,NA,population projections 2026,female,age_group_65_69,57
