province,district,municipality,adm1_pcode,adm2_pcode,adm3_pcode,theme,variable,value
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,male_80_84_yrs,160
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,male_85_89_yrs,87
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,male_90_94_yrs,17
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,male_95plus_yrs,7
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_all_ages,18082
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_00_04_yrs,1199
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_05_09_yrs,1440
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_10_14_yrs,1511
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_15_19_yrs,1513
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_20_24_yrs,1590
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_25_29_yrs,1621
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_30_34_yrs,1482
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_35_39_yrs,1314
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_40_44_yrs,1074
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_45_49_yrs,941
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_50_54_yrs,1001
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_55_59_yrs,821
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_60_64_yrs,776
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_65_69_yrs,615
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_70_74_yrs,485
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_75_79_yrs,356
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_80_84_yrs,178
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_85_89_yrs,110
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_90_94_yrs,34
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,five-year age group,female_95plus_yrs,21
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,school attendance,total_children_5_17,7812
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,school attendance,male_children_5_17,4003
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,school attendance,female_children_5_17,3809
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,school attendance,currently_attending_school_male,3788
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,school attendance,currently_attending_school_female,3654
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,school attendance,oos_ever_attended_school_male,168
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,school attendance,oos_ever_attended_school_female,123
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,school attendance,oos_never_attended_school_male,45
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,school attendance,oos_never_attended_school_female,31
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,school attendance,currently_attending_school_total_pc,95.26
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,school attendance,currently_attending_school_male_pc,94.63
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,school attendance,currently_attending_school_female_pc,95.93
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,school attendance,oos_ever_attended_school_total_pc,3.73
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,school attendance,oos_ever_attended_school_male_pc,4.2
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,school attendance,oos_ever_attended_school_female_pc,3.23
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,school attendance,oos_never_attended_school_total_pc,0.97
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,school attendance,oos_never_attended_school_male_pc,1.12
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,school attendance,oos_never_attended_school_female_pc,0.81
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,adult literacy,population_15plus_total,26142
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,adult literacy,population_15plus_male,12210
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,adult literacy,population_15plus_female,13932
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,demographics,literate_population_total,19205
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,demographics,literate_population_male,10291
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,demographics,literate_population_female,8914
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,adult literacy,literacy_rate_total,73.46
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,adult literacy,literacy_rate_male,84.28
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,adult literacy,literacy_rate_female,63.98
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,dependency ratios,population_0_14,8570
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,dependency ratios,population_15_64,22848
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,dependency ratios,population_65plus,3294
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,dependency ratios,child_dependency_ratio,37.51
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,dependency ratios,elderly_dependency_ratio,14.42
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,dependency ratios,total_dependency_ratio,51.93
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,population_5plus_total,32170
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,population_5plus_male,15287
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,population_5plus_female,16883
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,adult literacy,education_level_illiterate_male,1973
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,adult literacy,education_level_illiterate_female,5060
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_early_childhood_male,589
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_early_childhood_female,468
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_basic_level_male,6184
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_basic_level_female,5187
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_secondary_male,5099
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_secondary_female,4703
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_higher_education_male,1022
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_higher_education_female,793
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_other_male,420
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_other_female,672
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,adult literacy,education_level_illiterate_pc_total,21.86
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,adult literacy,education_level_illiterate_pc_male,12.91
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,adult literacy,education_level_illiterate_pc_female,29.97
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_early_childhood_pc_total,3.29
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_early_childhood_pc_male,3.85
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_early_childhood_pc_female,2.77
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_basic_level_pc_total,35.35
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_basic_level_pc_male,40.45
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_basic_level_pc_female,30.72
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_secondary_pc_total,30.47
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_secondary_pc_male,33.36
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_secondary_pc_female,27.86
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_higher_education_pc_total,5.64
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_higher_education_pc_male,6.69
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_higher_education_pc_female,4.7
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_other_pc_total,3.39
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_other_pc_male,2.75
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,education level,education_level_other_pc_female,3.98
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,urbanisation,population_urban,15157
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,urbanisation,population_peri_urban,0
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,urbanisation,population_rural,19555
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,urbanisation,population_pc_urban,43.67
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,urbanisation,population_pc_peri_urban,0
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,urbanisation,population_pc_rural,56.33
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,child marriage,population_20_24_total,2949
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,child marriage,population_20_24_male,1359
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,child marriage,population_20_24_female,1590
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,child marriage,population_married_before_18_total,298
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,child marriage,population_married_before_18_male,42
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,child marriage,population_married_before_18_female,256
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,child marriage,child_marriage_rate_total,10.11
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,child marriage,child_marriage_rate_male,3.09
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,child marriage,child_marriage_rate_female,16.1
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,disabilities,population_with_disabilities,1038
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,disabilities,population_without_disabilities,33673
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,disabilities,population_disability_not_reported,1
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,disabilities,disability_prevlance_rate,2.99
Bagmati,Dolakha,Bhimeshwor,NP03,NP0322,NP0322301,demographics,population_density,NA
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,demographics,total_households,3732
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,demographics,population_total,14318
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,demographics,population_male,7274
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,demographics,population_female,7044
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,demographics,average_household_size,3.8365487674169345
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,demographics,sex_ratio,103.26519023282226
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,economic activity,total_population_10_years_and_older,12193
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,economic activity,male_population_10_years_and_older,6176
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,economic activity,female_population_10_years_and_older,6017
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,economic activity,total_usually_economically_active_employed,5033
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,economic activity,male_usually_economically_active_employed,3002
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,economic activity,female_usually_economically_active_employed,2031
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,economic activity,total_usually_economically_active_unemployed,573
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,economic activity,male_usually_economically_active_unemployed,352
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,economic activity,female_usually_economically_active_unemployed,221
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,economic activity,total_not_usually_economically_active,2695
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,economic activity,male_not_usually_economically_active,1126
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,economic activity,female_not_usually_economically_active,1569
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,economic activity,total_not_economically_active,3883
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,economic activity,male_not_economically_active,1691
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,economic activity,female_not_economically_active,2192
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,economic activity,total_economic_activity_not_stated,9
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,economic activity,male_economic_activity_not_stated,5
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,economic activity,female_economic_activity_not_stated,4
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_all_ages,14318
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_00_04_yrs,990
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_05_09_yrs,1135
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_10_14_yrs,1257
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_15_19_yrs,1339
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_20_24_yrs,1313
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_25_29_yrs,1169
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_30_34_yrs,1043
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_35_39_yrs,974
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_40_44_yrs,943
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_45_49_yrs,794
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_50_54_yrs,852
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_55_59_yrs,584
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_60_64_yrs,571
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_65_69_yrs,507
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_70_74_yrs,391
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_75_79_yrs,219
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_80_84_yrs,135
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_85_89_yrs,69
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_90_94_yrs,20
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,total_95plus_yrs,13
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_all_ages,7274
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_00_04_yrs,524
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_05_09_yrs,574
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_10_14_yrs,627
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_15_19_yrs,710
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_20_24_yrs,694
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_25_29_yrs,576
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_30_34_yrs,527
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_35_39_yrs,480
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_40_44_yrs,486
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_45_49_yrs,375
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_50_54_yrs,441
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_55_59_yrs,302
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_60_64_yrs,272
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_65_69_yrs,265
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_70_74_yrs,200
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_75_79_yrs,116
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_80_84_yrs,55
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_85_89_yrs,36
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_90_94_yrs,9
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,male_95plus_yrs,5
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_all_ages,7044
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_00_04_yrs,466
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_05_09_yrs,561
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_10_14_yrs,630
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_15_19_yrs,629
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_20_24_yrs,619
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_25_29_yrs,593
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_30_34_yrs,516
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_35_39_yrs,494
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_40_44_yrs,457
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_45_49_yrs,419
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_50_54_yrs,411
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_55_59_yrs,282
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_60_64_yrs,299
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_65_69_yrs,242
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_70_74_yrs,191
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_75_79_yrs,103
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_80_84_yrs,80
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_85_89_yrs,33
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_90_94_yrs,11
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,five-year age group,female_95plus_yrs,8
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,school attendance,total_children_5_17,3179
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,school attendance,male_children_5_17,1601
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,school attendance,female_children_5_17,1578
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,school attendance,currently_attending_school_male,1451
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,school attendance,currently_attending_school_female,1455
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,school attendance,oos_ever_attended_school_male,105
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,school attendance,oos_ever_attended_school_female,84
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,school attendance,oos_never_attended_school_male,45
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,school attendance,oos_never_attended_school_female,39
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,school attendance,currently_attending_school_total_pc,91.41
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,school attendance,currently_attending_school_male_pc,90.63
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,school attendance,currently_attending_school_female_pc,92.21
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,school attendance,oos_ever_attended_school_total_pc,5.95
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,school attendance,oos_ever_attended_school_male_pc,6.56
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,school attendance,oos_ever_attended_school_female_pc,5.32
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,school attendance,oos_never_attended_school_total_pc,2.64
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,school attendance,oos_never_attended_school_male_pc,2.81
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,school attendance,oos_never_attended_school_female_pc,2.47
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,adult literacy,population_15plus_total,10936
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,adult literacy,population_15plus_male,5549
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,adult literacy,population_15plus_female,5387
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,demographics,literate_population_total,6396
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,demographics,literate_population_male,3670
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,demographics,literate_population_female,2726
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,adult literacy,literacy_rate_total,58.49
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,adult literacy,literacy_rate_male,66.14
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,adult literacy,literacy_rate_female,50.6
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,dependency ratios,population_0_14,3382
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,dependency ratios,population_15_64,9582
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,dependency ratios,population_65plus,1354
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,dependency ratios,child_dependency_ratio,35.3
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,dependency ratios,elderly_dependency_ratio,14.13
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,dependency ratios,total_dependency_ratio,49.43
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,education level,population_5plus_total,13328
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,education level,population_5plus_male,6750
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,education level,population_5plus_female,6578
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,adult literacy,education_level_illiterate_male,1916
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,adult literacy,education_level_illiterate_female,2696
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,education level,education_level_early_childhood_male,154
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,education level,education_level_early_childhood_female,131
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,education level,education_level_basic_level_male,3161
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,education level,education_level_basic_level_female,2267
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,education level,education_level_secondary_male,1193
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,education level,education_level_secondary_female,1116
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,education level,education_level_higher_education_male,116
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,education level,education_level_higher_education_female,104
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,education level,education_level_other_male,210
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,education level,education_level_other_female,264
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,adult literacy,education_level_illiterate_pc_total,34.6
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,adult literacy,education_level_illiterate_pc_male,28.39
Bagmati,Sindhupalchok,Bhotekoshi,NP03,NP0323,NP0323404,adult literacy,education_level_illiterate_pc_female,40.99
